status	glyphs	meaning	note	similar_in_my_dictionary
missing_reconstructed	𓆰 𓇋	[a plant of the marshes (sedge?)]; Heni; Kheni	ḥnj, Hnj, Ḥnj, H̱nj (substantive) [aed] ~spelled-out	
missing_reconstructed	𓆰 𓎡 𓏌 𓅱	[priest in Hermonthis]	ḥnk-Nw.w (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓆰 𓎡 𓏏	bedchamber; braided lock of hair	ḥnk.t (substantive) [aed] ~spelled-out	
missing_reconstructed	𓆰 𓎡 𓍘 𓏏	braided one	ḥnk.tït (noun) [wikidata] ~spelled-out	
missing_reconstructed	𓆰 𓎡 𓏭 𓏏	with braided hair	ḥnk.yt (substantive) [aed] ~spelled-out	
missing_reconstructed	𓆰 𓅓 𓏏	[substantive]	ḥnm.t (noun) [wikidata] ~spelled-out	
missing_reconstructed	𓆰 𓅔 𓏏	sunfolk (of Heliopolis); humankind	ḥnmm.t (substantive) [aed] ~spelled-out	
missing_reconstructed	𓆰 𓏠 𓅓 𓅱	wanderer	ḥnmnm.w (noun) [wikidata] ~spelled-out	
missing_reconstructed	𓆰 𓈖	[part of a date (med.)]; Henen	ḥnn, Hnn (substantive) [aed] ~spelled-out	
missing_reconstructed	𓆰 𓈖 𓇋 𓂝 𓄿	[plant (\"donkey's phallus\")]	ḥnn-ꞽꜥꜣ (noun) [wikidata] ~spelled-out	
missing_reconstructed	𓆰 𓈖 𓅱 𓏏 𓇋	[personal designation]	ḥnn.wtï (noun) [wikidata] ~spelled-out	
missing_reconstructed	𓆰 𓈖 𓅱 𓏏 𓇋 𓏏	[personal designation]	ḥnn.wtït (noun) [wikidata] ~spelled-out	
missing_reconstructed	𓆰 𓊪 𓏏	European cat snake (Telescopus fallax) (?)	ḥnp.t (noun) [wikidata] ~spelled-out	
missing_reconstructed	𓆰 𓊪 𓏏 𓅟 𓏏	Arabian cat snake (Telescopus dhara) (?)	ḥnp.t-dšr.t (noun) [wikidata] ~spelled-out	
missing_reconstructed	𓆰 𓈎	foam; ferment (?)	ḥnq (substantive) [aed] ~spelled-out	
missing_reconstructed	𓆰 𓂋 𓎼	[verb]	ḥnrg (verb) [wikidata] ~spelled-out	
missing_reconstructed	𓆰 𓋴 𓏏	[officinal (pharm.)]	ḥns.t (noun) [wikidata] ~spelled-out	
missing_reconstructed	𓆰 𓇾	[an amimal (porcupine?) (med.)]	ḥntꜣ (substantive) [aed] ~spelled-out	
missing_reconstructed	𓆰 𓅱 𓏏 𓇋	[substantive]	ḥnwtï (noun) [wikidata] ~spelled-out	
missing_reconstructed	𓆰 𓆰 𓏏	[a swelling (med.)]	ḥnḥn.t (substantive) [aed] ~spelled-out	
missing_reconstructed	𓆰 𓍿 𓏏	festival of slaughtering	ḥnṯ.t (noun) [wikidata] ~spelled-out	
missing_reconstructed	𓆰 𓂝 𓊽	furthermore (in standard letters)	ḥnꜥ-ḏd (grammatical particle) [wikidata] ~spelled-out	
missing_reconstructed	𓆰 𓂝 𓅱	accumulation (in a description of a med. condition)	ḥnꜥ.w (substantive) [aed] ~spelled-out	
missing_reconstructed	𓎛 𓊪	[a plant]; [a duck]; Apis	ḥp, Ḥp (substantive) [aed] ~spelled-out	𓎛 𓊪 𓂧 𓂐 = open (mouth) (line 18075) ; 𓎛 𓊪 𓐑 𓇋 𓇋 = (divinity) Hapy (one of the four sons of Horus) (line 18077)
missing_reconstructed	𓎛 𓊪 𓏏 𓆱	[part of a ship]	ḥpt-ḫt (noun) [wikidata] ~spelled-out	𓎛 𓊪 𓏏 𓂘 = embrace, armful (line 18083) ; 𓎛 𓊪 𓏏 𓂘 𓂝 = embrace (line 18084)
missing_reconstructed	𓎛 𓊪 𓂝	[noun (med.)]	ḥpꜥ (substantive) [aed] ~spelled-out	𓎛 𓊪 𓂧 𓂐 = open (mouth) (line 18075) ; 𓎛 𓊪 𓐑 𓇋 𓇋 = (divinity) Hapy (one of the four sons of Horus) (line 18077)
missing_reconstructed	𓎛 𓊪 𓂝 𓊪 𓂝 𓏏	[a plant (or part of a plant) (med.)]	ḥpꜥpꜥ.t (substantive) [aed] ~spelled-out	𓎛 𓊪 𓂧 𓂐 = open (mouth) (line 18075) ; 𓎛 𓊪 𓐑 𓇋 𓇋 = (divinity) Hapy (one of the four sons of Horus) (line 18077)
missing_reconstructed	𓎛 𓈎 𓈎	[a fruit]	ḥqq (substantive) [aed] ~spelled-out	𓎛 𓈎 = Heqat (frog goddess) (line 17994) ; 𓎛 𓈎 𓂋 𓅪 = hunger (line 17996)
missing_reconstructed	𓎛 𓈎 𓂋 𓏏	those who hunger	ḥqr.t (substantive) [aed] ~spelled-out	𓎛 𓈎 𓂋 𓅪 = hunger (line 17996) ; 𓎛 𓈎 𓂋 𓅪 = hunger (line 17998)
missing_reconstructed	𓎛 𓈎 𓂋 𓅱	famine	ḥqr.w (substantive) [aed] ~spelled-out	𓎛 𓈎 𓂋 𓅪 = hunger (line 17996) ; 𓎛 𓈎 𓂋 𓅪 = hunger (line 17998)
missing_reconstructed	𓋾 𓅡 𓏏	chief of Bat	ḥqꜣ-bꜣ.t (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓋾 𓄪	lord of veneration (Osiris)	ḥqꜣ-jmꜣḫ (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓋾 𓈖 𓈖 𓄿 𓏏	chief of the town	ḥqꜣ-n-nʾ.t (substantive) [aed] ~spelled-out	
missing_reconstructed	𓋾 𓈖 𓄿 𓅱 𓏏 𓅶 𓅱 𓏏	chief of new towns	ḥqꜣ-nʾ.wt-mꜣw.wt (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓋾 𓋴 𓊪 𓄿 𓏏	chief of the nome	ḥqꜣ-spꜣ.t (substantive) [aed] ~spelled-out	
missing_reconstructed	𓋾 𓅱 𓎛 𓄿 𓏏	governor of the oasis	ḥqꜣ-wḥꜣ.t (epitheton_title) [aed] ~spelled-out	𓋾 𓅱 𓏏 𓂸 𓏥 = herds (in general) (line 15803) ; 𓋾 𓅱 𓏏 𓃙 = small cattle, goats, herds (line 15804)
missing_reconstructed	𓋾 𓅭	ruler of (magical) protection	ḥqꜣ-zꜣ (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓋾 𓄑 𓏏 𓇩 𓊃 𓇋	chief of the (funerary) estate of Isesy	ḥqꜣ-ḥw.t-Jzzj (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓋾 𓄑 𓏏 𓏠 𓋹 𓄤 𓂓 𓇳 𓅱	chief of the funerary estate of (the pyramid of Neferkare Pepi II), 'The-Life-of-Neferkare-Abides'	ḥqꜣ-ḥw.t-Mn-ꜥnḫ-Nfr-kꜣ-Rꜥw (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓋾 𓄑 𓏏 𓌳 𓂝	true chief of the estate	ḥqꜣ-ḥw.t-mꜣꜥ (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓋾 𓄑 𓏏 𓉻 𓏏	manager of the great estate	ḥqꜣ-ḥw.t-ꜥꜣ.t (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓋾 𓄑 𓍘 𓅱	manager of estate personnel	ḥqꜣ-ḥw.tjw (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓋾 𓆼 𓋴 𓅱 𓏏	ruler of foreign countries (Hyksos)	ḥqꜣ-ḫꜣs.wt (substantive) [aed] ~spelled-out	
missing_reconstructed	𓋾 𓌨 𓏏 𓊹	administrator of the necropolis	ḥqꜣ-ẖr.t-nṯr (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓋾 𓅜 𓍘	Ruler-of-the-two-horizons	ḥqꜣ-ꜣḫ.tj (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓋾 𓋹 𓅱	ruler of the living (Osiris)	ḥqꜣ-ꜥnḫ.w (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓋾 𓏏	(crook-like) scepter; Heqet; [a priest]; bushel (a corn measure, 10 hin)	ḥqꜣ.t, Ḥqꜣ.t (substantive) [aed] ~spelled-out	𓋾 𓏏 𓏤 = sceptre (line 15830)
missing_reconstructed	𓋾 𓏭 𓏏	princely blossom (lotus?)	ḥqꜣ.yt (noun) [wikidata] ~spelled-out	
missing_reconstructed	𓋾 𓅱 𓇋	dual of ḥqꜣ	ḥqꜣwj (noun) [wiktionary] ~spelled-out	𓋾 𓅱 𓏏 𓂸 𓏥 = herds (in general) (line 15803) ; 𓋾 𓅱 𓏏 𓃙 = small cattle, goats, herds (line 15804)
missing_reconstructed	𓁷 𓋴 𓏏 𓂋	due to, owing to	ḥr-s.t-rʾ (preposition) [wikidata] ~spelled-out	
missing_reconstructed	𓁷 𓅨 𓈖	due to the size of	ḥr-wr-n (preposition) [wikidata] ~spelled-out	
missing_reconstructed	𓁷 𓈙 𓆑 𓏭 𓏏	[substantive]	ḥr-šf.yt (noun) [wikidata] ~spelled-out	
missing_reconstructed	𓁷 𓂝	straight away	ḥr-ꜥ (adverb) [wikidata] ~spelled-out	𓁷 𓂝 𓂋 𓅪 𓏥 = remainder (line 318)
missing_reconstructed	𓁷 𓂝 𓅱 𓇋	straightaway	ḥr-ꜥ.wj (adverb) [aed] ~spelled-out	𓁷 𓂝 𓂋 𓅪 𓏥 = remainder (line 318)
missing_reconstructed	𓁷 𓇋 𓐍 𓏏	regarding	ḥr-ꞽḫ.t (preposition) [wikidata] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓄿 𓏏	on	ḥr-ꞽꜣ.t (preposition) [wikidata] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓊪 𓇋	chief of Pe	ḥr.j-Pj (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓅡 𓅱	most superior of bas (sun god)	ḥr.j-bꜣ.w (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓆑 𓄿 𓏭 𓋂 𓄿	chief dispatch carrier	ḥr.j-fꜣ.y-wḫꜣ (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓄣	being in the middle; middle one (of persons); Heri-ib	ḥr.j-jb, Ḥr.j-jb (adjective) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓌤 𓅱	stable master	ḥr.j-jḥ.w (substantive) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓌤 𓅱 𓈖 𓄚 𓅱	stable master of the residence	ḥr.j-jḥ.w-n-ẖnw (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓂓 𓈖 𓅱	chief vinter	ḥr.j-kꜣn.w (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓌸 𓏏	master of servants	ḥr.j-mr.t (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓎆 𓄿 𓏭	(desert) police chief	ḥr.j-mḏꜣ.y (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓎆 𓄿 𓏭 𓈖 𓅜 𓏏 𓌾 𓈖	chief of the medjay of Akhetaten	ḥr.j-mḏꜣ.y-n-Ꜣḫ.t-Jtn (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓈖 𓄔 𓏭 𓅱	chief of judges	ḥr.j-n-sḏm.yw (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓈖 𓍃 𓄿	supervisor of the tem(-region?)	ḥr.j-n-tmꜣ (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓎟 𓏭 𓅱	chief goldsmith	ḥr.j-nb.yw (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓈖 𓆑 𓅳	commander of sailors	ḥr.j-nf.ww (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓄓 𓏏 𓆑	he who is upon his throne	ḥr.j-ns.t=f (entity_name) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓈖 𓐍 𓃀 𓏏	one at the head of the titulary (Horus)	ḥr.j-nḫb.t (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓉐	major-domo	ḥr.j-pr (substantive) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓉐 𓈖 𓉐 𓌉	major-domo of the treasury	ḥr.j-pr-n-pr-ḥḏ (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓉐 𓈖 𓉐 𓉻	major-domo of the palace	ḥr.j-pr-n-pr-ꜥꜣ (substantive) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓉐 𓉐 𓉻	major-domo of the palace	ḥr.j-pr-pr-ꜥꜣ (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓉐 𓈎 𓄿 𓅱	domestic of the kau-workers (?)	ḥr.j-pr-qꜣ.w (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓉐 𓅱 𓎛 𓄿 𓅱	major-domo of stone-workers	ḥr.j-pr-wḥꜣ.w (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓉐 𓏃 𓅱 𓈙 𓉐 𓉻	domestic of land-tenants of the palace	ḥr.j-pr-ḫnt.w-š-pr-ꜥꜣ (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓉐 𓊢	domestic on duty (?); major-domo on duty (?)	ḥr.j-pr-ꜥḥꜥ (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓌔 𓏏 𓈖 𓈖 𓄿 𓏠 𓈙 𓅱	captain of troops of the ships	ḥr.j-pḏ.t-n-nꜣ-mnš.w (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓌙 𓅱	supervisor of the qema-soldiers	ḥr.j-qmꜣ.w (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓋴 𓏏 𓅨 𓏏	one who is upon his throne (of gods)	ḥr.j-s.t-wr.t (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓋴 𓏏 𓆑	He-who-is-upon-his-seat	ḥr.j-s.t=f (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾	privy to the secret(s)	ḥr.j-sštꜣ (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓉐 𓅨	privy to the secret(s) of the Per-wer	ḥr.j-sštꜣ-Pr-wr (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓅓 𓂋 𓉐 𓅱	privy to the secret(s) of chapels	ḥr.j-sštꜣ-m-rʾ-pr.w (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓈖 𓍿 𓊪 𓌘 𓇋	privy to the secret(s) of (the region) Head-of-the-south	ḥr.j-sštꜣ-n-Tp-rs.j (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓈖 𓌾 𓇋 𓆑	privy to the secret(s) of his father	ḥr.j-sštꜣ-n-jtj=f (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓈖 𓇋 𓂝 𓅱 𓂋 𓎟 𓄓 𓅱 𓏏	privy to the secret(s) of every repast of the king	ḥr.j-sštꜣ-n-jꜥ.w-rʾ-nb-nswt (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓈖 𓂓 𓏏 𓎟 𓏏	privy to the secret(s) of every work	ḥr.j-sštꜣ-n-kꜣ.t-nb.t (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓈖 𓌃 𓏏 𓎟 𓏏	privy to the secret(s) of every word	ḥr.j-sštꜣ-n-md.t-nb.t (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓈖 𓌃 𓏏 𓎟 𓏏 𓈖 𓏏 𓂋 𓉻 𓎼 𓄿 𓅱 𓈖 𓍋 𓅱	privy to the secret(s) of every word of the narrow gateway of Elephantine	ḥr.j-sštꜣ-n-md.t-nb.t-n.t-rʾ-ꜥꜣ-gꜣw-n-Ꜣb.w (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓈖 𓌃 𓅱 𓅱 𓊹	privy to the secret(s) of the god's word(s)	ḥr.j-sštꜣ-n-mdw.w-nṯr (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓈖 𓌃 𓅱 𓅱 𓈙 𓏏 𓄿 𓅱 𓈖 𓅱 𓌃 𓅱 𓅱 𓊹	secretary of the confidential transactions of the god's words	ḥr.j-sštꜣ-n-mdw.w-štꜣ.w-n.w-mdw.w-nṯr (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓈖 𓌳 𓄿 𓏏 𓌡 𓅱	privy to the secret(s) of seeing alone	ḥr.j-sštꜣ-n-mꜣꜣ.t-wꜥ.w (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓈖 𓎟 𓆑	privy to the secret(s) of his lord	ḥr.j-sštꜣ-n-nb=f (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓈖 𓎟 𓆑 𓇳 𓅱 𓎟	privy to the secret(s) of his lord every day	ḥr.j-sštꜣ-n-nb=f-rꜥw-nb (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓈖 𓄓 𓅱 𓏏	privy to the secret(s) of the king	ḥr.j-sštꜣ-n-nswt (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓈖 𓄓 𓅱 𓏏 𓅓 𓀎	master of secrets of the king in the army	ḥr.j-sštꜣ-n-nswt-m-mšꜥ (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓈖 𓄓 𓅱 𓏏 𓅓 𓋴 𓅱 𓏏 𓉐 𓉻	privy to the secret of the king in the places of the Great House	ḥr.j-sštꜣ-n-nswt-m-s.wt-pr-ꜥꜣ (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓈖 𓄓 𓅱 𓏏 𓅓 𓋴 𓅱 𓏏 𓆑 𓎟 𓅱 𓏏	privy to the secret(s) of the king in his every place	ḥr.j-sštꜣ-n-nswt-m-s.wt=f-nb.wt (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓈖 𓊹 𓅱 𓏏 𓅨 𓅱 𓏏	privy to the secret(s) of the great goddesses	ḥr.j-sštꜣ-n-nṯr.wt-wr.wt (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓈖 𓊹 𓆑	privy to the secret(s) of his god	ḥr.j-sštꜣ-n-nṯr=f (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓈖 𓉐 𓁤 𓏇 𓈎 𓂧 𓆑	privy to the secret(s) of the house of Min in its entirety	ḥr.j-sštꜣ-n-pr-Mnw-mj-qd=f (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓈖 𓉐 𓇼 𓏏	privy to the secret(s) of the house of morning	ḥr.j-sštꜣ-n-pr-dwꜣ.t (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓈖 𓉐 𓄓 𓅱 𓏏	privy to the secret(s) of the palace	ḥr.j-sštꜣ-n-pr-nswt (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓈖 𓄔 𓏏 𓌡	privy to the secret(s) of what one alone hears	ḥr.j-sštꜣ-n-sḏm.t-wꜥ (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓈖 𓄔 𓏏 𓌡 𓅓 𓂋 𓉻 𓇗 𓅱	privy to the secret of that which one alone judges in the gateway of the south	ḥr.j-sštꜣ-n-sḏm.t-wꜥ-m-rʾ-ꜥꜣ-Šmꜥ.w (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓈖 𓄋 𓅱 𓅱 𓏏 𓈙 𓏏 𓄿 𓅱 𓏏	privy to the secret(s) of secret commissions	ḥr.j-sštꜣ-n-wpw.wt-štꜣ.wt (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓈖 𓄋 𓅱 𓅱 𓏏 𓊵 𓊹	privy to the secret(s) of commissions of the divine offerings	ḥr.j-sštꜣ-n-wpw.wt-ḥtp-nṯr (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓈖 𓎗 𓏏 𓌃 𓅱 𓎟 𓏏	privy to the secret(s) of every commission	ḥr.j-sštꜣ-n-wḏ.t-mdw-nb.t (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓈖 𓎗 𓏏 𓌃 𓅱 𓎟 𓏏 𓈖 𓏏 𓄓 𓅱 𓏏	privy to the secret(s) of every proclamation of the king	ḥr.j-sštꜣ-n-wḏ.t-mdw-nb.t-n.t-nswt (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓈖 𓎗 𓏏 𓌃 𓅱 𓎟 𓏏 𓍱 𓇾 𓏏	privy to the secret(s) of every secret proclamation	ḥr.j-sštꜣ-n-wḏ.t-mdw-nb.t-sštꜣ.t (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓈖 𓎗 𓏏 𓌃 𓅱 𓎟 𓏏 𓍱 𓇾 𓏏 𓈖 𓏏 𓄓 𓅱 𓏏	privy to the secret(s) of every secret proclamation of the king	ḥr.j-sštꜣ-n-wḏ.t-mdw-nb.t-sštꜣ.t-n.t-nswt (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓈖 𓎗 𓏏 𓎟 𓏏	privy to the secret(s) of every command	ḥr.j-sštꜣ-n-wḏ.t-nb.t (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓈖 𓎗 𓂝 𓌃 𓅱	privy to the secret(s) of judgement	ḥr.j-sštꜣ-n-wḏꜥ-mdw (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓈖 𓎗 𓂝 𓌃 𓅱 𓈖 𓄑 𓏏 𓅨 𓏏	privy to the secret(s) of judgement of the great lawcourt	ḥr.j-sštꜣ-n-wḏꜥ-mdw-n-ḥw.t-wr.t (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓈖 𓎗 𓂝 𓌃 𓅱 𓈙 𓏏 𓄿 𓈖 𓄑 𓏏 𓅨 𓏏	privy to the secret(s) of secret proclamations of the lawcourt	ḥr.j-sštꜣ-n-wḏꜥ-mdw-štꜣ-n-ḥw.t-wr.t (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓈖 𓇅 𓍘	privy to the secret(s) of the two goddesses (Wadjet and Nekhbet)	ḥr.j-sštꜣ-n-wꜣḏ.tj (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓈖 𓎛 𓎡 𓄿	privy to the secret(s) of Heka	ḥr.j-sštꜣ-n-Ḥkꜣ (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓈖 𓄑 𓏏 𓋞	privy to the secret(s) of the gold house	ḥr.j-sštꜣ-n-ḥw.t-nbw (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓈖 𓋉	privy to the secret(s) of the shrine ... (?)	ḥr.j-sštꜣ-n-ḫm... (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓈖 𓋩 𓏏 𓊹	privy to the secret(s) of the god's treasure	ḥr.j-sštꜣ-n-ḫtm.t-nṯr (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓈖 𓉥 𓀻 𓇋	privy to the secret(s) of the august palace	ḥr.j-sštꜣ-n-ꜥḥ-šps.j (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓎟 𓆑 𓌸 𓂋 𓅱 𓆑	privy to the secret(s) of his lord, beloved of him	ḥr.j-sštꜣ-nb=f-mrr.w=f (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓄓 𓅱 𓏏 𓅓 𓋴 𓅱 𓏏 𓆑 𓎟 𓅱 𓏏	privy to the secret(s) of the king in all his cult-places	ḥr.j-sštꜣ-nswt-m-s.wt=f-nb.wt (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓄓 𓅱 𓏏 𓅓 𓄚 𓅱 𓈙 𓏏 𓄿 𓅱 𓉐 𓉻	privy to the secret(s) of the king in the secret interior of the palace	ḥr.j-sštꜣ-nswt-m-ẖn.w-štꜣ.w-pr-ꜥꜣ (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓉐 𓉻	privy to the secret(s) of the palace	ḥr.j-sštꜣ-pr-ꜥꜣ (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍱 𓇾 𓃂 𓏏 𓄓 𓅱 𓏏	privy to the secret(s) of the king's pure place	ḥr.j-sštꜣ-wꜥb.t-nswt (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓍃	supervisor of the tem(-region?)	ḥr.j-tm (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓁶 𓈖 𓐍 𓃀	great overlord of Nekheb (Elkab)	ḥr.j-tp-Nḫb (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓁶 𓎩 𓉻	overlord of great punishment	ḥr.j-tp-jdr-ꜥꜣ (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓁶 𓋜 𓅱 𓌗 𓏏	overlord of hewers of sandstone	ḥr.j-tp-mḏḥ.w-rwḏ.t (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓁶 𓈖 𓁤	great overlord of the nome of Akhmim (9th nome of Upper Egypt)	ḥr.j-tp-n-Mnw (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓁶 𓎤	supervisor of cloth	ḥr.j-tp-sšr (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓁶 𓍑 𓏏	supervisor of the wardrobe	ḥr.j-tp-ḏꜣ.t (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓁷 𓇋 𓁶 𓆼 𓋴 𓅱 𓏏	overlord of mountainlands	ḥr.j-tp-ḫꜣs.wt (epitheton_title) [aed] ~spelled-out	
