Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	
unwound		2	0.4771	0.02	0.4771	Verb	1	0.50	Verb.Adjective	1.1
upland		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
upmarket		2	0.4771	0.02	0.4771	Adjective	2	1.00	Adjective	2
upsurge		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
uptick		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
upway		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
ure		2	0.4771	0.02	0.4771	Verb	1	0.50	Verb.Noun	1.1
urea		2	0.4771	0.02	0.4771	Noun	1	0.50	Noun.Name	1.1
urethral		2	0.4771	0.02	0.4771	Adjective	2	1.00	Adjective	2
urological		2	0.4771	0.02	0.4771	Adjective	2	1.00	Adjective	2
useable		2	0.4771	0.02	0.4771	Adjective	2	1.00	Adjective	2
usurpation		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
utilise		2	0.4771	0.02	0.4771	Verb	2	1.00	Verb	2
utopianism		2	0.4771	0.01	0.3010	Noun	2	1.00	Noun	2
vache		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
vagary		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
vainest		2	0.4771	0.02	0.4771	Adjective	2	1.00	Adjective	2
vallecula		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
valse		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
vampiric		2	0.4771	0.01	0.3010	Adjective	2	1.00	Adjective	2
vandyke		2	0.4771	0.02	0.4771	Noun	1	0.50	Noun.Name	1.1
vang		2	0.4771	0.01	0.3010	Noun	2	1.00	Noun	2
variability		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
variegation		2	0.4771	0.01	0.3010	Noun	2	1.00	Noun	2
vasodilator		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
vaster		2	0.4771	0.02	0.4771	Adjective	2	1.00	Adjective	2
vau		2	0.4771	0.01	0.3010	Name	2	1.00	Name	2
vei		2	0.4771	0.01	0.3010	Noun	2	1.00	Noun	2
veiny		2	0.4771	0.01	0.3010	Adjective	2	1.00	Adjective	2
vellum		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
velocipede		2	0.4771	0.02	0.4771	Verb	2	1.00	Verb	2
veneration		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
venta		2	0.4771	0.02	0.4771	Noun	1	0.50	Noun.Name	1.1
verbena		2	0.4771	0.02	0.4771	Name	2	1.00	Name	2
verbum		2	0.4771	0.02	0.4771	Name	2	1.00	Name	2
verruca		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
vertex		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
vesicle		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
vestment		2	0.4771	0.01	0.3010	Noun	2	1.00	Noun	2
vibratory		2	0.4771	0.02	0.4771	Adjective	2	1.00	Adjective	2
vigorish		2	0.4771	0.02	0.4771	Verb	1	0.50	Verb.Adjective	1.1
vild		2	0.4771	0.01	0.3010	Noun	2	1.00	Noun	2
vina		2	0.4771	0.02	0.4771	Noun	1	0.50	Noun.Name	1.1
viol		2	0.4771	0.01	0.3010	Noun	2	1.00	Noun	2
violoncello		2	0.4771	0.01	0.3010	Noun	2	1.00	Noun	2
viridian		2	0.4771	0.01	0.3010	Adjective	2	1.00	Adjective	2
virology		2	0.4771	0.02	0.4771	Noun	1	1.00	Noun	1
viscose		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
vison		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
vitiate		2	0.4771	0.01	0.3010	Verb	2	1.00	Verb	2
vitrification		2	0.4771	0.01	0.3010	Noun	2	1.00	Noun	2
vitruvian		2	0.4771	0.02	0.4771	Adjective	2	1.00	Adjective	2
vivace		2	0.4771	0.02	0.4771	Noun	1	0.50	Noun.Name	1.1
vizir		2	0.4771	0.01	0.3010	Noun	2	1.00	Noun	2
voile		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
volumen		2	0.4771	0.02	0.4771	Name	2	1.00	Name	2
vomiter		2	0.4771	0.01	0.3010	Noun	2	1.00	Noun	2
voodooism		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
vorpal		2	0.4771	0.02	0.4771	Adjective	2	1.00	Adjective	2
vulcanise		2	0.4771	0.02	0.4771	Verb	2	1.00	Verb	2
vulcanize		2	0.4771	0.01	0.3010	Verb	1	0.50	Verb.Name	1.1
vulgarest		2	0.4771	0.01	0.3010	Adjective	2	1.00	Adjective	2
vulgarism		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
wabe		2	0.4771	0.01	0.3010	Noun	2	1.00	Noun	2
wackier		2	0.4771	0.02	0.4771	Adjective	2	1.00	Adjective	2
waffler		2	0.4771	0.01	0.3010	Noun	2	1.00	Noun	2
wain		2	0.4771	0.02	0.4771	Noun	1	0.50	Noun.Name	1.1
wainscot		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
waitstaff		2	0.4771	0.01	0.3010	Noun	2	1.00	Noun	2
walkaway		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
wanty		2	0.4771	0.02	0.4771	Name	1	0.50	Name.Adjective	1.1
warbird		2	0.4771	0.01	0.3010	Noun	2	1.00	Noun	2
warmup		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
washday		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
washerwomen		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
washstand		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
washy		2	0.4771	0.02	0.4771	Adjective	2	1.00	Adjective	2
wassail		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
waster		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
wastrel		2	0.4771	0.02	0.4771	Name	2	1.00	Name	2
watchhouse		2	0.4771	0.01	0.3010	Noun	2	1.00	Noun	2
watercolorist		2	0.4771	0.01	0.3010	Noun	2	1.00	Noun	2
waterskin		2	0.4771	0.01	0.3010	Noun	2	1.00	Noun	2
waugh		2	0.4771	0.02	0.4771	Name	2	1.00	Name	2
wavery		2	0.4771	0.02	0.4771	Noun	1	0.50	Noun.Adjective	1.1
waxwork		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
weariest		2	0.4771	0.02	0.4771	Adjective	2	1.00	Adjective	2
weathercock		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
weatherproof		2	0.4771	0.02	0.4771	Adjective	2	1.00	Adjective	2
webmaster		2	0.4771	0.02	0.4771	Noun	1	0.50	Noun.Name	1.1
wedgy		2	0.4771	0.02	0.4771	Adjective	2	1.00	Adjective	2
weft		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
weirdie		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
wenny		2	0.4771	0.01	0.3010	Name	2	1.00	Name	2
werent		2	0.4771	0.02	0.4771	Adjective	93	0.63	Adjective.Noun	93.55
westland		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
whacky		2	0.4771	0.02	0.4771	Adjective	2	1.00	Adjective	2
whatd		2	0.4771	0.02	0.4771	Verb	41	1.00	Verb	41
wheelwright		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
whelk		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
whippy		2	0.4771	0.02	0.4771	Name	1	0.50	Name.Adjective	1.1
whirligig		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
whity		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
whod		2	0.4771	0.01	0.3010	Verb	14	0.67	Verb.Noun.Name	14.6.1
wholewheat		2	0.4771	0.02	0.4771	Noun	1	0.50	Noun.Name	1.1
whoof		2	0.4771	0.02	0.4771	Verb	2	1.00	Verb	2
whoreson		2	0.4771	0.01	0.3010	Noun	2	1.00	Noun	2
wigdom		2	0.4771	0.01	0.3010	Noun	2	1.00	Noun	2
wiltshire		2	0.4771	0.02	0.4771	Name	2	1.00	Name	2
windchill		2	0.4771	0.01	0.3010	Noun	2	1.00	Noun	2
windsurf		2	0.4771	0.02	0.4771	Verb	2	1.00	Verb	2
wingspread		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
winningest		2	0.4771	0.02	0.4771	Adjective	2	1.00	Adjective	2
wirehair		2	0.4771	0.01	0.3010	Noun	2	1.00	Noun	2
wireman		2	0.4771	0.01	0.3010	Noun	2	1.00	Noun	2
wisen		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
wisher		2	0.4771	0.01	0.3010	Noun	2	1.00	Noun	2
wishy		2	0.4771	0.02	0.4771	Name	1	0.50	Name.Adjective	1.1
wittier		2	0.4771	0.02	0.4771	Adjective	2	1.00	Adjective	2
woad		2	0.4771	0.01	0.3010	Noun	1	0.50	Noun.Name	1.1
wog		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
wolfish		2	0.4771	0.02	0.4771	Adjective	2	1.00	Adjective	2
woodcarver		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
woozle		2	0.4771	0.01	0.3010	Noun	2	1.00	Noun	2
wordage		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
workingmen		2	0.4771	0.01	0.3010	Noun	2	1.00	Noun	2
wot		2	0.4771	0.02	0.4771	Determiner	2	1.00	Determiner	2
wro		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
wyvern		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
xylophonist		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
yachtsmen		2	0.4771	0.01	0.3010	Noun	2	1.00	Noun	2
yakitori		2	0.4771	0.02	0.4771	Noun	1	0.50	Noun.Adjective	1.1
yakka		2	0.4771	0.01	0.3010	Noun	2	1.00	Noun	2
yardman		2	0.4771	0.01	0.3010	Noun	2	1.00	Noun	2
yate		2	0.4771	0.02	0.4771	Noun	1	0.50	Noun.Name	1.1
yearlong		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
yellowy		2	0.4771	0.02	0.4771	Adjective	2	1.00	Adjective	2
yeomen		2	0.4771	0.01	0.3010	Name	2	1.00	Name	2
yerba		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
yest		2	0.4771	0.01	0.3010	Name	2	1.00	Name	2
yester		2	0.4771	0.02	0.4771	Noun	1	0.50	Noun.Name	1.1
yew		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
yipe		2	0.4771	0.02	0.4771	Verb	2	1.00	Verb	2
yodeler		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
yodeller		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
yogic		2	0.4771	0.02	0.4771	Adjective	2	1.00	Adjective	2
yomer		2	0.4771	0.01	0.3010	#N/A	#N/A	#N/A	#N/A	#N/A
yurt		2	0.4771	0.01	0.3010	Noun	2	1.00	Noun	2
zaftig		2	0.4771	0.02	0.4771	Verb	2	1.00	Verb	2
zar		2	0.4771	0.02	0.4771	Name	1	1.00	Name	1
zebedee		2	0.4771	0.02	0.4771	Name	2	1.00	Name	2
zink		2	0.4771	0.02	0.4771	Verb	1	0.50	Verb.Name	1.1
zionism		2	0.4771	0.01	0.3010	Noun	2	1.00	Noun	2
zirconium		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
zloty		2	0.4771	0.01	0.3010	Noun	2	1.00	Noun	2
zn		2	0.4771	0.02	0.4771	Name	1	1.00	Name	1
zodiacal		2	0.4771	0.02	0.4771	Adjective	2	1.00	Adjective	2
zuni		2	0.4771	0.02	0.4771	Adjective	2	1.00	Adjective	2
zwieback		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
zygoma		2	0.4771	0.02	0.4771	Noun	2	1.00	Noun	2
aal		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
aarrgh		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
aarrghh		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
abaca		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
abandoner		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
abastard		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
abbreviate		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
abd		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
abele		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
abernethy		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
abettor		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
abit		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
abjure		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
ablate		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
ablation		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
abler		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
abnormity		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
abolitionism		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
abomasum		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
abortive		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
abrade		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
abraid		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
abreaction		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
abridge		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
abridgement		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
abrogate		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
absconder		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
absinthium		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
absit		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
abstractionist		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
absurdist		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
abulia		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
abyssal		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
academician		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
accademia		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
accadian		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
acceptant		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
accessorise		1	0.3010	0.01	0.3010	Verb	2	1.00	Verb	2
acclamation		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
acclimatization		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
acclimatize		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
accolade		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
accommodative		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
accompanier		1	0.3010	0.01	0.3010	#N/A	#N/A	#N/A	#N/A	#N/A
accordable		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
accoutre		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
accrete		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
accumulator		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
acentric		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
acetic		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
achar		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
ackee		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
acquiescent		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
acquirer		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
acta		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
actg		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
actinic		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
actioner		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
actory		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
actu		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
actuate		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
actuation		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
acyclovir		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
adamantine		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
adance		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
adaption		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
adduce		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
adductor		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
adelante		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
adenia		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
adenocarcinoma		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
adenoidal		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
adenoma		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
adenopathy		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
adequacy		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
adiabatic		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
adiposity		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
adjudge		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
adjure		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
adjustability		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
adjuvant		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
administerial		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
adminstration		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
admittee		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
admittible		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
admixture		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
adnexa		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
adoptable		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
adopter		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
adorability		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
adrop		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
adulterant		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
adulterate		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
adulterize		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
adust		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
adv		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
adventurist		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
aeolian		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
aerate		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
aeration		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
aerialist		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
aerie		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
aeron		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
aery		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
afer		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
affaire		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
affenpinscher		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
affiant		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
affiche		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
afficionado		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
afflictive		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
affordability		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
aforehand		1	0.3010	0.01	0.3010	Adverb	1	1.00	Adverb	1
aftermast		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
afterwork		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
afterworld		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
agar		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
agarose		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
ager		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
ageratum		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
agglutinate		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
agglutinin		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
aggrandize		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
aggrandizement		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
aggro		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
agha		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
agist		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
agit		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
agitprop		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
aglet		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
agnosia		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
agonist		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
agora		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
agr		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
agreat		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
agrement		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
agt		1	0.3010	0.01	0.3010	#N/A	#N/A	#N/A	#N/A	#N/A
aguacate		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
aguinaldo		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
agy		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
ahorse		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
aidable		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
aider		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
aileron		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
aioli		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
aircraftsman		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
airdate		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
airfoil		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
airmobile		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
airwave		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
airworthy		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
ajog		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
akamatsu		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
akasa		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
akkadian		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
ako		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
akra		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
alackaday		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
alb		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
albion		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
alce		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
alchemize		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
aldermen		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
alehouse		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
alem		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
alembic		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
alexandrian		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
alg		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
algin		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
algorismic		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
alguacil		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
ality		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
alkalinize		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
alkalize		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
alkane		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
alkyd		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
allgood		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
alliterative		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
allium		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
allopurinol		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
allumette		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
alluvial		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
alow		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
alteza		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
althaea		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
altruist		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
alumna		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
amah		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
amanita		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
amassment		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
