English	German	connecting
watt		
wrinkle		
amour		
armory		
biz		
bonnet		
bonny		
celery		
cello		
checkpoint		
chemist		
cholesterol		
confederate		
confidentiality		
curie		
dearie		
deceit		
dissolve		
dominate		
drinker		
eiffel		
exile		
exorcism		
fa		
fbi		
fo		
fret		
frisbee		
fuzz		
gibberish		
heath		
horseback		
humanitarian		
ike		
inadequate		
indigestion		
jigsaw		
lobe		
mach		
meanest		
migraine		
milky		
nile		
progressive		
pulitzer		
quantity		
quota		
recreation		
reservoir		
rigid		
speck		
surrogate		
theoretical		
tribal		
unspeakable		
waterfall		
adieu		
adolescent		
aloud		
bane		
boardwalk		
bop		
brow		
camouflage		
comprehend		
consumption		
dalai		
decoration		
delaware		
dib		
disconnect		
disposable		
eyeball		
foe		
foolproof		
geometry		
hectic		
hesitation		
marcello		
midwest		
mockery		
mortuary		
nato		
pepsi		
pottery		
pretender		
pun		
ravine		
revive		
roscoe		
slab		
slid		
slop		
sod		
strand		
surge		
torso		
trajectory		
trustworthy		
wan		
acre		
afghanistan		
amp		
ample		
aura		
bijou		
burner		
buzzard		
capricorn		
carey		
cassette		
chord		
crick		
degenerate		
detain		
detonation		
disgraceful		
dod		
ell		
faraway		
fatigue		
feminist		
gringo		
handyman		
heartbroken		
homie		
humane		
imprisonment		
jameson		
mosquito		
naam		
od		
outdoor		
overweight		
prima		
pulp		
putty		
raffle		
romero		
roper		
spawn		
structural		
trivial		
vinci		
walkout		
webber		
wilt		
wonderland		
armenian		
barbarian		
bearer		
brewery		
chinaman		
clot		
coalition		
cosmetic		
crumb		
cyanide		
dreary		
evasive		
flunk		
franco		
freshmen		
groin		
iceberg		
imitate		
incense		
keyboard		
logo		
mazel		
moist		
palp		
pecker		
pinpoint		
prone		
racetrack		
realtor		
rodent		
slain		
sparta		
suede		
tranquilizer		
transparent		
trot		
unattractive		
woodhouse		
addison		
bitty		
bouncy		
bristol		
cheddar		
commend		
compassionate		
cowardice		
criteria		
dinnertime		
disperse		
distinguish		
ethnic		
giddy		
hag		
hallucination		
hernia		
hobo		
hogan		
indecent		
inhuman		
interpreter		
leary		
lollipop		
lovable		
manufacturer		
nashville		
negligence		
overload		
particle		
residential		
serenity		
spiral		
springer		
talker		
tiara		
whipper		
wrestler		
algebra		
amish		
calcium		
caper		
charcoal		
checkmate		
delete		
dill		
directive		
dung		
farrow		
fascination		
franz		
gala		
hiro		
mecca		
modesty		
municipal		
nightcap		
nonstop		
normandy		
obsessive		
parlour		
publication		
rapper		
redneck		
rethink		
rue		
scamp		
scottie		
screwy		
sedan		
sequel		
snail		
stability		
sutter		
tenure		
troupe		
unethical		
vancouver		
vulture		
whiplash		
youre		
alumni		
apt		
badger		
ballpark		
bela		
bonfire		
bossy		
chemo		
crossword		
dictate		
eerie		
fantasize		
farce		
flake		
fluke		
harmonica		
hondo		
jag		
kai		
leech		
liang		
liter		
lumpy		
mahjong		
mulligan		
nudity		
pantry		
pelican		
raphael		
rewind		
riverside		
rubble		
sage		
scarecrow		
sexist		
staircase		
thrive		
tigger		
varsity		
vole		
wad		
whirl		
whitman		
armageddon		
bidder		
bio		
blindfold		
bloodstream		
bugle		
coy		
deadbeat		
disclose		
dumber		
emerge		
endorse		
evaluate		
expansion		
faker		
friar		
gasp		
hale		
heterosexual		
hoof		
icon		
insomnia		
invalid		
loch		
lucifer		
lullaby		
madge		
martian		
meek		
muffy		
mutation		
norway		
pearce		
pilar		
posture		
prehistoric		
premium		
racism		
rearrange		
reconnaissance		
reduction		
riddance		
senile		
turnip		
understatement		
visualize		
waive		
wench		
wop		
writ		
aa		
atropine		
baboon		
battleship		
bondage		
bravest		
canteen		
decipher		
deduction		
demise		
espionage		
feller		
formidable		
gabby		
giggle		
gill		
hemorrhage		
inscription		
intimidate		
jig		
lax		
locket		
masturbation		
momentum		
navigation		
nicotine		
nitro		
obedience		
omen		
orgy		
pantyhose		
paste		
pouch		
resemble		
sadistic		
scarce		
shabby		
silicon		
simmer		
sinful		
softer		
sorcerer		
squawk		
stoker		
unstoppable		
wack		
wisteria		
allergy		
ancestor		
armour		
asteroid		
benefactor		
buckaroo		
busboy		
canine		
canopy		
chez		
compact		
democrat		
doorknob		
enforce		
entity		
esteem		
feeble		
flan		
foremost		
frisky		
glasgow		
hark		
hoi		
hq		
hurray		
infinity		
informal		
inquire		
jive		
lard		
louse		
mouthful		
neglect		
ordinance		
perpetrator		
pianist		
plumb		
potty		
puffy		
rattlesnake		
rejoice		
relive		
renounce		
rowan		
sabbath		
saddest		
saxophone		
seaman		
shadowy		
spun		
stalk		
sturdy		
sylvester		
tempo		
thunderbolt		
tracer		
tung		
una		
upward		
vascular		
vinegar		
washroom		
whee		
administer		
afloat		
aladdin		
alden		
alzheimer		
angelica		
articulate		
backside		
bathrobe		
bethlehem		
birthmark		
blender		
buffer		
cabot		
candlelight		
casserole		
chickenshit		
circumstantial		
cisco		
comp		
dependable		
detection		
ditto		
endanger		
erika		
erratic		
exhale		
finder		
fringe		
fuhrer		
gump		
gunpowder		
impound		
infiltrate		
instruct		
itinerary		
keeler		
lash		
lidocaine		
lifeguard		
lisbon		
liza		
lotto		
malaria		
marlin		
novelty		
overrun		
perky		
perv		
pimple		
pinkie		
prostate		
regent		
retribution		
ringer		
roo		
ruse		
sha		
skateboard		
sparkle		
stature		
strife		
successor		
summary		
territorial		
topper		
unleash		
unreliable		
voltage		
wholesale		
wrapper		
zira		
administrator		
advertise		
backbone		
bungalow		
burrito		
cheerio		
commie		
commodity		
credible		
directory		
disobey		
eminent		
entertainer		
eskimo		
eulogy		
fanatic		
graft		
greenwich		
healer		
hombre		
hypocrisy		
malt		
mango		
mascot		
meditation		
nobility		
ore		
patriotism		
potassium		
primo		
proximity		
raincoat		
rephrase		
sanctity		
sayonara		
suffice		
texture		
trapper		
triage		
turnout		
versa		
weirder		
abusive		
accord		
airway		
alrighty		
banjo		
bonanza		
bub		
capone		
choy		
cicero		
commandment		
consecutive		
controversy		
countrymen		
doubtful		
dutchman		
encryption		
evolve		
faulty		
ferret		
fiasco		
folder		
frau		
gel		
gigolo		
gizmo		
hymn		
hype		
inconvenient		
laden		
lark		
makeover		
manipulative		
marketplace		
mast		
mater		
moira		
nix		
ointment		
planner		
plausible		
raisin		
rec		
redeem		
resource		
schneider		
serge		
shea		
storeroom		
stork		
surfer		
testosterone		
tracker		
transvestite		
trojan		
unhealthy		
vigilante		
whine		
withstand		
wretch		
acapulco		
administrative		
airspace		
amaze		
aphrodisiac		
bachelorette		
blowjob		
brothel		
bu		
chowder		
clubhouse		
coil		
coz		
deodorant		
disciplinary		
dominant		
exhaustion		
futile		
galley		
gent		
glare		
godmother		
halo		
herbal		
holder		
honky		
immense		
induce		
investigative		
lac		
lupe		
masquerade		
northwestern		
overdo		
plaid		
pong		
popsicle		
provocative		
prudent		
purge		
quake		
reconstruction		
rehabilitation		
relevance		
sailboat		
seder		
snore		
socket		
spartan		
strengthen		
swifty		
swipe		
swish		
takeout		
timetable		
tori		
transporter		
trenton		
tyranny		
unification		
wallow		
whoopee		
accordance		
adaptation		
afterlife		
agreeable		
borderline		
bouncer		
chuckle		
circular		
citation		
component		
coordinator		
diplomacy		
discomfort		
duration		
encyclopedia		
famine		
frail		
ft		
geese		
granite		
hearse		
heathen		
highland		
hun		
husky		
impeccable		
inability		
influential		
jackal		
lagoon		
latitude		
levi		
maggot		
mangy		
mathematical		
mic		
minivan		
mp		
muzzle		
orient		
pang		
philosophical		
pillar		
plymouth		
polygraph		
reb		
redo		
renal		
reopen		
rooftop		
shaker		
stafford		
stag		
stairway		
stamina		
starlight		
sundae		
thaw		
theta		
ugliest		
vail		
visitation		
whitfield		
wholesome		
wont		
yarn		
auditorium		
bamboo		
bayonet		
chronicle		
clarinet		
clientele		
compose		
cy		
cylinder		
dex		
dreamy		
earnest		
eater		
enlist		
fertile		
gangsta		
gloat		
grotesque		
hideout		
jiffy		
jun		
kaiser		
kilo		
misty		
occult		
paolo		
patronize		
pediatric		
petrol		
phenomena		
pl		
plankton		
popeye		
porcelain		
provolone		
pta		
quartet		
railway		
recollection		
regina		
relaxation		
scrawny		
sever		
shitload		
shortest		
sicilian		
sitter		
strut		
takeover		
titanium		
toot		
trader		
vibration		
banzai		
behavioral		
berg		
beseech		
biker		
biopsy		
birch		
budapest		
burma		
completion		
disable		
distinctive		
distraught		
domination		
eggnog		
escrow		
farley		
flo		
fossil		
frisk		
fussy		
girdle		
glover		
haiti		
hedge		
highlight		
hijack		
hitter		
hogg		
hotline		
immigrant		
irish		
kraut		
leprechaun		
lilo		
luau		
malpractice		
mirage		
mistook		
muscular		
onward		
optimism		
perpetual		
python		
quad		
quahog		
reproduce		
revolt		
risen		
shrunk		
soho		
spat		
symbolic		
sympathize		
tactic		
tenor		
thereby		
troublesome		
tumble		
twister		
unfit		
user		
vandalism		
vc		
whorehouse		
youthful		
aorta		
arithmetic		
artwork		
ballard		
beanie		
beulah		
blockade		
capitalist		
childbirth		
classmate		
clementine		
contingency		
cooley		
disagreement		
distributor		
diva		
dysfunctional		
excalibur		
extinguisher		
feat		
generic		
goner		
grandchild		
guru		
hamburg		
hearsay		
hellhole		
heng		
instrumental		
java		
kleenex		
lateral		
mag		
michelangelo		
norse		
optimist		
parson		
pasture		
peer		
pelvic		
pharmacist		
picard		
pinball		
ploy		
pornographic		
propeller		
protestant		
quarry		
rem		
restrain		
rut		
scuba		
sesame		
setback		
shaggy		
shiver		
sitcom		
soar		
solace		
stalin		
stung		
swoop		
transfusion		
undertaker		
unfamiliar		
vector		
viewer		
ado		
adversary		
bruiser		
carr		
cashmere		
challenger		
continuum		
cram		
daffy		
daycare		
dopamine		
duo		
edinburgh		
edit		
eldest		
err		
expendable		
firewood		
forsaken		
gland		
hardship		
haze		
honorary		
horizontal		
interface		
intrigue		
jailer		
judgmental		
lifelong		
lowe		
marshmallow		
mortality		
mound		
mushy		
napalm		
nibble		
norwegian		
parry		
petrie		
pistachio		
portia		
remainder		
ripple		
saturn		
savannah		
sensual		
sham		
sheik		
sob		
suffocate		
tic		
timid		
twerp		
unprofessional		
unsafe		
vertebrae		
whilst		
accuracy		
ammonia		
annulment		
arabia		
astray		
attire		
blowout		
cath		
cheapest		
cipher		
clarke		
commentary		
deadwood		
distribute		
dominique		
duffel		
electrician		
endeavor		
extinction		
firearm		
fireball		
fraser		
giraffe		
grammy		
groundhog		
hemisphere		
incompetence		
joyful		
livelihood		
mandate		
mano		
mayflower		
metropolitan		
muster		
occupational		
omega		
oppression		
persona		
pocketbook		
potent		
privy		
resentment		
siamese		
singh		
soften		
spig		
stabilize		
tablet		
tartar		
tum		
uncanny		
unheard		
vat		
vortex		
woken		
zak		
ab		
assailant		
barren		
barricade		
biography		
blasphemy		
borg		
brilliance		
complicate		
contradiction		
contraption		
crosby		
deke		
dispatcher		
dowry		
enable		
eureka		
fi		
fiji		
firsthand		
godforsaken		
goober		
granger		
intentional		
jumba		
lag		
maternal		
midtown		
mower		
muller		
nebula		
pathological		
playback		
plump		
poorer		
pox		
prune		
quicksand		
reproduction		
retro		
satchel		
seer		
shutdown		
skeptical		
smallpox		
splinter		
springtime		
starvation		
stricken		
toyota		
trademark		
typhoon		
unclear		
uplink		
vale		
vicar		
acquisition		
baghdad		
beforehand		
bom		
caravan		
chastity		
cleanse		
construct		
correctional		
crewe		
enlightenment		
extracurricular		
extravagant		
friedman		
guatemala		
heartache		
heroine		
hud		
imagery		
indestructible		
irritable		
isaiah		
jellyfish		
jiminy		
juggle		
latex		
layaway		
linger		
litigation		
manila		
marksman		
microchip		
miner		
mystic		
narc		
outburst		
overcoat		
oversight		
perceive		
prescribe		
provider		
pulmonary		
puny		
rc		
redundant		
resourceful		
retract		
rite		
rummy		
rundown		
shalom		
shutter		
simplest		
sleepover		
sloth		
sprinkle		
stockade		
stormy		
stripe		
sublime		
talisman		
tiresome		
titan		
undermine		
untrue		
youngster		
adder		
alamo		
apprehend		
attacker		
aviation		
bridegroom		
burbank		
camper		
canister		
cannonball		
carousel		
chink		
cluck		
concierge		
delegate		
density		
detest		
dismount		
eel		
elm		
faucet		
gael		
gauze		
gazette		
gesundheit		
glucose		
goalie		
gravel		
guinevere		
helium		
hepburn		
hobbit		
inconsiderate		
interact		
jamaican		
lm		
magnitude		
misdemeanor		
muir		
newspaperman		
om		
overreact		
pathology		
penance		
polaroid		
presley		
preview		
quitter		
raccoon		
rebuilt		
rematch		
requirement		
sacramento		
sexiest		
siberia		
snug		
spur		
tract		
urgency		
venue		
wasp		
whistler		
yap		
accountable		
agamemnon		
ballad		
barbaric		
believable		
bloodbath		
bronco		
chandelier		
char		
chihuahua		
colossal		
councilman		
crescent		
diagnostic		
donut		
dopey		
dover		
eject		
elect		
elusive		
enema		
fatter		
fluff		
gopher		
gunfighter		
gynecologist		
hamper		
heartfelt		
hippo		
hyena		
india		
installation		
intervene		
listener		
llama		
loon		
marcel		
masseuse		
ni		
nietzsche		
orion		
pardner		
pediatrician		
penetration		
perk		
playwright		
quickest		
regroup		
reptile		
rosebud		
rump		
sahara		
sen		
septic		
shatter		
shrewd		
sweetwater		
therapeutic		
trolley		
trough		
trusty		
unorthodox		
widower		
yippee		
aeroplane		
apostle		
arraignment		
auf		
ave		
brimstone		
brittle		
cabbie		
chapman		
chunky		
complication		
crumble		
debby		
delicacy		
delinquent		
endorsement		
explicit		
eyebrow		
feisty		
fictional		
finesse		
frigid		
garment		
gout		
grownup		
guzzler		
gymnasium		
hallo		
hammock		
hue		
ivory		
jugular		
laundromat		
lifeboat		
margarita		
mediocre		
merge		
nifty		
ogre		
output		
parcel		
pedestrian		
peppermint		
quieter		
reclaim		
reload		
rook		
rung		
slang		
slingshot		
snowball		
swede		
transponder		
twit		
unkind		
veda		
wept		
wildcat		
windsor		
yak		
aqua		
banter		
bb		
beirut		
berserk		
blurry		
brighten		
cambodia		
capability		
ceremonial		
cleavage		
competitor		
crypt		
curriculum		
daybreak		
delegation		
drought		
ebenezer		
edible		
expel		
flannel		
flattery		
frisco		
haystack		
hickey		
horrific		
hummer		
imaginative		
jolt		
kam		
kindest		
km		
lapse		
magistrate		
majestic		
manic		
millimeter		
mitt		
odell		
peninsula		
periscope		
phat		
prestige		
prude		
putter		
rabid		
seasick		
sentry		
shawl		
smut		
spooner		
stationery		
stimulate		
stimulation		
syracuse		
thumper		
tootsie		
tram		
triumphant		
watergate		
yggdrasil		
accelerator		
adolf		
alto		
aristocrat		
aroma		
ballot		
banish		
basil		
beige		
beneficiary		
billboard		
boundary		
bribery		
carefree		
coarse		
colombian		
concession		
conservatory		
contradict		
corvette		
cotillion		
crease		
dispense		
documentation		
ecstatic		
enjoyment		
entourage		
executioner		
fest		
geezer		
ger		
hanger		
havoc		
hereafter		
hickory		
hormone		
hurl		
iceman		
inflict		
inland		
intermission		
intolerable		
jailhouse		
judicial		
literal		
lockup		
manipulation		
mastermind		
neanderthal		
nicaragua		
norfolk		
nylon		
ob		
othello		
otter		
outward		
oval		
overthrow		
pagan		
pasadena		
pedophile		
physicist		
prudence		
satanic		
sauna		
schizophrenia		
scripture		
shank		
shindig		
simplicity		
springfield		
stair		
starch		
suitor		
tasteful		
temporal		
thriller		
trapeze		
twig		
uncertainty		
unfold		
unthinkable		
wilton		
winch		
abel		
abilene		
adjacent		
amnesty		
anesthetic		
arterial		
aversion		
bai		
bayou		
becket		
brethren		
brogan		
cantonese		
chamberlain		
citizenship		
clash		
claustrophobic		
cleaver		
cleric		
daft		
dangle		
dar		
debutante		
derrick		
detox		
dialect		
dildo		
discourage		
dribble		
endurance		
evident		
faintest		
fingernail		
gentry		
groupie		
hagrid		
halftime		
hansel		
hast		
hornet		
humidity		
illegitimate		
indoor		
initiation		
jacoby		
jest		
kamikaze		
kiddie		
lao		
lint		
loren		
medallion		
nationwide		
newt		
obituary		
oversee		
pear		
pippin		
pissant		
portugal		
prospective		
quail		
relic		
renegade		
reverence		
scarier		
secretive		
specialize		
spender		
spunk		
stampede		
standpoint		
subscription		
swarm		
termination		
tiniest		
trainee		
welch		
whup		
accordion		
alignment		
anthropology		
archive		
astronomy		
awoke		
banister		
bodega		
bowler		
bran		
brooch		
castor		
chitchat		
clover		
cluster		
commune		
copenhagen		
crimson		
crutch		
crybaby		
dada		
damnation		
deprive		
duff		
elope		
equity		
expectation		
farmhouse		
frenchmen		
garter		
geographic		
gorge		
gussie		
homage		
huff		
hypnotic		
infidelity		
inhibitor		
jube		
loveliest		
madhouse		
mandarin		
medina		
metallic		
microfilm		
nacho		
negotiator		
nutcase		
outcast		
outpost		
para		
paranormal		
pedestal		
pellet		
postmortem		
prerogative		
prodigy		
ryder		
schoolboy		
scold		
scourge		
sic		
slew		
sp		
squaw		
strive		
stumpy		
superiority		
terminator		
twat		
twirl		
victorian		
wiki		
zillion		
adjourn		
allo		
anthrax		
attentive		
beaut		
boa		
boca		
bulldozer		
burp		
calculator		
carotid		
chaser		
chipper		
clink		
confer		
confessional		
conjunction		
controller		
converse		
conversion		
corp		
crowbar		
dealership		
decisive		
dementia		
denmark		
dingo		
dorian		
downside		
duet		
elimination		
energetic		
epiphany		
escalator		
extradition		
feud		
foggy		
fruity		
grimm		
hairdo		
handgun		
hangman		
harmful		
hasta		
hershey		
hex		
hisself		
hoodlum		
impolite		
