northeuralex-0.9-concept-data.tsv
number	position_in_ranking	ranking_value	id_nelex	gloss_en	gloss_ru	annotation_en	annotation_en	annotation_ru	concepticon	concepticon_id	concepticon_proposed	comments
869	520	-1,025247	schwenken::V	swing	махать	[BSP:eine Fahne, ein Tuch]	[EX:a flag, cloth]	[НАПР:знаменем, платком]	<NA>	0	SWING_(SOMETHING)	
870	283	-1,600002	schütten::V	pour	налить	[BSP:Wasser in ein Glas]	[EX:water into a glass]	[НАПР:воду в стакан]	POUR	1487	POUR	
871	200	-1,81008	füllen::V	fill	наполнить	[BSP:ein Glas mit Wasser]	[EX:a glass with water]	[НАПР:стакан водой]	FILL	2006	FILL	
872	505	-1,07274	einwickeln::V	wrap	завернуть	[BSP:einen Fisch mit Papier]	[EX:a fish in paper]	[НАПР:рыбу в бумагу]	WRAP	1113	WRAP	
873	371	-1,385959	tragen::V	carry	нести	[BSP:eine Kiste]	[EX:a box]	[НАПР:ящик]	CARRY	700	CARRY	
874	736	-0,525092	schleppen::V	drag	тащить	[BSP:Baumstamm]	[EX:the trunk of a tree]	[НАПР:ствол дерева]	DRAG	2030	DRAG	
875	219	-1,760575	ziehen::V	pull	тянуть	[BSP:an einer Schnur]	[EX:a rope]	[НАПР:верёвку]	PULL	1455	PULL	
876	635	-0,781575	aufbewahren::V	keep	хранить	[BSP:Lebensmittel Geld]	[EX:food, money]	[НАПР:продукты, деньги]	KEEP	1477	KEEP	
877	723	-0,554351	werfen::V	throw	бросать	[BSP:einen Ball]	[EX:a ball]	[НАПР:мяч]	THROW	1456	THROW	
878	285	-1,592343	fangen::V	catch	ловить	[auffangen, BSP:Ball]	[EX:a ball]	[НАПР:мяч]	CATCH	702	CATCH	
879	873	-0,045431	packen::V	grab	схватить	[BSP:jemandes Arm]	[EX:someone's arm]	[НАПР:за руку]	<NA>	0	GRAB_(SOMETHING)	
880	410	-1,288558	verstecken::V	hide	спрятать	[]	[]	[]	HIDE_(CONCEAL)	602	HIDE_(CONCEAL)	
881	150	-1,994771	teilen::V	divide	разделить	[zerteilen]	[split into parts]	[разъединить]	DIVIDE	1119	DIVIDE	
882	337	-1,459681	schicken::V	send	посылать	[BSP: einen Brief]	[EX:a letter]	[НАПР:письмо]	SEND	1127	SEND	
883	145	-2,0139	bringen::V	bring	принести	[]	[]	[]	BRING	692	BRING	
884	750	-0,491771	hinzufügen::V	add	добавить	[]	[]	[]	<NA>	0	ADD	
885	102	-2,221503	bekommen::V	get	достать	[beschaffen, sich verschaffen]	[obtain, EX:an important item]	[]	GET	694	GET	
886	251	-1,676509	erhalten::V	receive	получить	[empfangen]	[be given]	[]	<NA>	0	RECEIVE	
887	11	-3,037664	nehmen::V	take	взять	[]	[]	[]	TAKE	1749	TAKE	
888	233	-1,726605	wählen::V	choose	выбрать	[die Wahl haben zwischen]	[]	[]	CHOOSE	1750	CHOOSE	
889	437	-1,225686	auswählen::V	select	отобрать	[sich entscheiden zwischen, aussuchen]	[]	[]	<NA>	0	SELECT	
890	769	-0,452355	bewahren::V	preserve	сохранить	[aufrechterhalten, unverändert lassen]	[]	[]	PRESERVE	1997	PRESERVE	
891	948	0,467861	behindern::V	hinder	препятствовать	[]	[]	[НАПР:движению]	HINDER	554	HINDER	
892	886	0,02841	verderben::V	spoil	испортить	[BSP:Laune]	[EX:the mood]	[НАПР:настроение]	SPOIL_(SOMEBODY_OR_SOMETHING)	92	SPOIL_(SOMEBODY_OR_SOMETHING)	
893	859	-0,117062	beschädigen::V	damage	повредить	[BSP:Haus, Fahrzeug]	[EX:a house, a vehicle]	[НАПР:дом, машину]	DAMAGE	1116	DAMAGE	
894	535	-0,982461	zerbrechen::V	break	разбить	[BSP:einen Teller]	[EX:a plate]	[НАПР:тарелку]	BREAK_(CLEAVE)	2558	BREAK_(CLEAVE)	
895	513	-1,045133	zerreißen::V	tear	разорвать	[BSP:Lappen]	[EX:a cloth]	[НАПР:тряпку]	<NA>	0	SHRED	TEAR_(SHRED) is described as “tear apart from” (see abreißen::V), and not as “shred”
896	818	-0,275699	zerstören::V	destroy	разрушить	[BSP:Dorf]	[EX:a village]	[НАПР:село]	DESTROY	681	DESTROY	
897	289	-1,583587	verbrennen::V	burn	сжечь	[BSP:Papier, Holz]	[EX:paper, wood]	[НАПР:бумагу, дрова]	BURN_(SOMETHING)	141	BURN_(SOMETHING)	
898	2	-3,482883	geben::V	give	дать	[allgemein, BSP:Gegenstand]	[]	[]	GIVE	1447	GIVE	
899	309	-1,539581	reichen::V	hand	передать	[hinüberreichen, BSP:dsa Salz bei Tisch]	[BSP:salt at table]	[НАПР:соль за столом]	<NA>	0	PASS_(SOMETHING)	
900	745	-0,504299	schenken::V	give	дарить	[BSP:ein Buch]	[as a present, EX:a book]	[НАПР:книгу]	DONATE	196	DONATE	
901	811	-0,321625	versprechen::V	promise	обещать	[]	[]	[]	PROMISE	1675	PROMISE	
902	588	-0,875626	wünschen::V	wish	желaть	[jm etwas, BSP:Glück]	[ЕX:luck]	[НАПР:счастья]	<NA>	0	WISH_(SOMEONE_SOMETHING)	
903	261	-1,642721	loben::V	praise	хвалить	[]	[]	[]	PRAISE	1687	PRAISE	
904	724	-0,551244	küssen::V	kiss	целовать	[]	[]	[]	KISS	578	KISS	
905	615	-0,833801	wiegen::V	rock	качать	[ein Kind in den Schlaf]	[a child]	[ребёнка]	<NA>	0	ROCK_(A_CHILD)	
906	308	-1,541124	zudecken::V	cover	накрыть	[BSP:ein Kind mit einer Decke]	[EX:a child with a blanket]	[НАПР:ребёнка одеялом]	<NA>	0	COVER_(A_CHILD)	
907	388	-1,342837	wecken::V	wake	разбудить	[]	[]	[]	<NA>	0	WAKE	
908	340	-1,454715	zeigen::V	show	показать	[]	[]	[]	SHOW	1039	SHOW	
909	508	-1,057343	führen::V	guide	вести	[BSP:ans Ziel]	[EX:to one's destination]	[НАПР:к цели]	<NA>	0	GUIDE_(TO_DESTINATION)	not distinct from LEAD (GUIDE)
910	369	-1,391239	lehren::V	teach	учить	[beibringen, BSP:Schwimmen, Nähen]	[EX:to swim, to sew]	[НАПР:плавать, шитью]	TEACH	709	TEACH	
911	704	-0,61729	unterrichten::V	instruct	преподавать, обучать	[BSP:Kinder]	[EX:children]	[НАПР:детям]	<NA>	0	INSTRUCT	
912	764	-0,465493	aufziehen::V	bring up	растить	[großziehen, BSP:ein Kind]	[raise, ЕX:a child]	[НАПР:ребёнка]	RAISE_(A_CHILD)	2134	RAISE_(A_CHILD)	
913	796	-0,371896	leiten::V	lead	руководить	[anführen]	[]	[]	LEAD_(GUIDE)	43	LEAD_(GUIDE)	
914	924	0,308072	antreiben::V	urge	подгонять	[zur Eile treiben]	[]	[торопить]	<NA>	0	URGE_(SOMEONE)	
915	814	-0,308394	lassen::V	let	заставить	[]	[]	[кого-либо сделать что-то]	<NA>	0	CAUSE_SOMEONE_TO	
916	557	-0,947427	einladen::V	invite	пригласить	[nach Hause]	[to one's place]	[домой]	INVITE	1611	INVITE	
917	816	-0,281565	vereinigen::V	unite	объединить	[]	[]	[]	JOIN	1743	JOIN	
918	962	0,599967	besuchen::V	visit	повидать, посетить	[BSP:einen Freund]	[EX:a friend]	[НАПР:друга]	VISIT	1377	VISIT	
919	758	-0,481395	treffen::V	meet	встретить	[jemanden]	[someone]	[кого-то]	<NA>	0	ENCOUNTER	not MEET
920	833	-0,238883	sich versammeln::V	assemble	собраться	[von einer Gruppe]	[of a group]	[о группе]	MEET	1831	MEET	
921	439	-1,220828	spielen::V	play	играть	[BSP:von Kindern]	[EX:of children]	[НАПР:о детях]	PLAY	1413	PLAY	
922	275	-1,620117	singen::V	sing	петь	[]	[]	[]	SING	1261	SING	
923	685	-0,652985	tanzen::V	dance	плясать, танцевать	[]	[]	[]	DANCE	1879	DANCE	
924	893	0,06391	sich trennen::V	separate	разойтись	[verschiedener Wege gehen]	[part ways]	[]	<NA>	0	PART_WAYS	
925	376	-1,375487	verlassen::V	leave	покинуть	[jemanden]	[someone]	[кого-то]	<NA>	0	LEAVE_(SOMEONE)	
926	658	-0,721409	retten::V	rescue	спасти	[jemanden]	[someone]	[кого-то]	RESCUE	2008	RESCUE	
927	737	-0,523238	bewachen::V	guard	охранять	[BSP:Gebäude]	[EX:a building]	[НАПР:здание]	<NA>	0	GUARD_(SOMEONE)	POS
928	748	-0,494972	schützen::V	protect	уберегать	[Person]	[a person]	[человека]	<NA>	0	PROTECT	
929	700	-0,623868	verteidigen::V	defend	защитить	[BSP:Stadt, Staat]	[EX:city, state]	[НАПР:город, государство]	DEFEND	1330	DEFEND	
930	546	-0,967805	sich schlagen::V	brawl	драться	[sich prügeln]	[]	[]	<NA>	0	BRAWL	
931	350	-1,43346	schießen::V	shoot	стрелять	[BSP:mit einem Gewehr]	[EX:with a gun]	[НАПР:из ружья]	SHOOT	1172	SHOOT	
932	515	-1,03437	siegen::V	win	победить	[]	[]	[]	WIN	866	WIN	
933	955	0,505035	ärgern::V	annoy	сердить	[]	[]	[]	<NA>	0	ANNOY	
934	558	-0,946352	schlagen::V	beat	ударить	[jemanden]	[someone]	[кого-то]	BEAT	1665	BEAT	
935	856	-0,124994	treten::V	kick	пнуть	[jemanden, einen Hund]	[someone, a dog]	[кого-то, собаку]	KICK	1135	KICK	
936	606	-0,845148	stechen::V	sting	уколоть	[BSP:mit einer Nadel]	[EX:with a needle]	[НАПР:иглой]	STING	571	STING	
937	684	-0,656466	stoßen::V	shove	толкнуть	[jemanden]	[someone]	[кого-то]	<NA>	0	SHOVE_(SOMEONE)	
938	228	-1,73904	stehlen::V	steal	украсть	[]	[]	[]	STEAL	713	STEAL	
939	901	0,13309	stören::V	disturb	помешать	[]	[]	[]	<NA>	0	DISTURB_(SOMEONE)	
940	966	0,625794	belästigen::V	bother	беспокоить, потревожить	[]	[]	[]	<NA>	0	BOTHER	
941	598	-0,861851	verbergen::V	conceal	скрыть	[BSP:eine Tatsache]	[EX:a fact]	[НАПР:факт]	<NA>	0	CONCEAL	
942	862	-0,096565	täuschen::V	deceive	обмануть	[in die Irre führen]	[]	[ввести в заблуждение]	<NA>	0	DECEIVE	
943	961	0,579686	betrügen::V	cheat	смошенничать	[BSP:jemanden um Geld]	[EX:someone of money]	[]	BETRAY	1902	BETRAY	
944	76	-2,328426	töten::V	kill	убить	[]	[]	[]	KILL	1417	KILL	
945	324	-1,487722	wohnen::V	dwell	проживать, жить	[]	[]	[]	DWELL_(LIVE,_RESIDE)	363	DWELL_(LIVE,_RESIDE)	
946	650	-0,737503	arbeiten::V	work	работать	[]	[]	[]	WORK_(ACTIVITY)	1086	WORK_(ACTIVITY)	
947	428	-1,244594	sammeln::V	gather	собрать	[BSP:Pilze, Beeren]	[EX:mushrooms, berries]	[НАПР:грибы, ягоды]	GATHER	7	GATHER	
948	544	-0,969326	pflücken::V	pick	рвать	[BSP:einen Apfel]	[EX:an apple]	[НАПР:яблоко с дерева]	PICK	2148	PICK	
949	673	-0,696218	jagen::V	hunt	охотиться	[auf die Jagd gehen]	[]	[]	HUNT	1435	HUNT	
950	916	0,188242	fischen::V	fish	рыбачить	[]	[catch fish]	[ловить рыбу]	<NA>	0	CATCH_FISH	
951	416	-1,273761	fassen::V	catch	поймать	[erbeuten, fangen]	[an animal]	[животное на охоте]	<NA>	0	CATCH_(AN_ANIMAL)	
952	590	-0,872541	hüten::V	herd	пасти	[Vieh]	[cattle]	[скот]	<NA>	0	HERD_(CATTLE)	
953	282	-1,604607	treiben::V	drive	гнать	[Vieh]	[cattle]	[скот]	<NA>	0	DRIVE_(CATTLE)	
954	276	-1,618999	anbinden::V	tie up	привязать	[ein Tier]	[an animal]	[животное]	<NA>	0	TIE_UP	
955	528	-1,006449	füttern::V	feed	кормить	[ein Tier]	[an animal]	[животное]	FEED	739	FEED	
956	249	-1,686193	melken::V	milk	доить	[eine Kuh]	[a cow]	[корову]	DRAW_MILK	93	DRAW_MILK	
957	621	-0,806171	hacken::V	chop	рубить	[BSP:Kohl]	[EX:kale]	[НАПР:капусту]	CHOP	155	CHOP	
958	323	-1,487874	gießen::V	water	полить	[BSP:Blumen]	[EX:flowers]	[НАПР:цветы]	<NA>	0	WATER_(A_PLANT)	
959	589	-0,872859	reifen::V	ripen	созреть	[von einer Pflanze, einer Frucht]	[of a plant, of a fruit]	[о растении, о плоде]	RIPEN	179	RIPEN	
960	585	-0,8835	zubereiten::V	cook	приготовить	[BSP:eine Speise]	[EX:a meal]	[НАПР:блюдо]	COOK_(SOMETHING)	1100	COOK_(SOMETHING)	
961	136	-2,047943	kochen::V	boil	варить	[BSP:Gemüse]	[EX:vegetables]	[НАПР:овощи]	BOIL_(SOMETHING)	2492	BOIL_(SOMETHING)	
962	475	-1,138628	backen::V	bake	печь	[BSP:Brot, einen Kuchen]	[EX:bread, a cake]	[НАПР:хлеб, пирог]	BAKE	183	BAKE	
963	536	-0,980833	braten::V	fry	жарить	[BSP:Fleisch]	[EX:meat]	[НАПР:мясо]	FRY	991	FRY	
964	567	-0,929943	umrühren::V	stir	помешать, перемешать	[BSP:Suppe]	[EX:soup]	[НАПР:суп]	<NA>	0	STIR_(SOMETHING)	
965	419	-1,270283	stricken::V	knit	вязать	[BSP:eine Jacke]	[EX:a jacket]	[НАПР:кофту]	<NA>	0	KNIT	
966	94	-2,257639	nähen::V	sew	шить	[]	[]	[]	SEW	1457	SEW	
967	820	-0,27341	färben::V	dye	покрасить	[BSP:Haare]	[EX:hair]	[НАПР:волосы]	DYE	157	DYE	
968	836	-0,23444	reinigen::V	clean	очистить, почистить	[BSP:mit einer Bürste]	[EX:using a brush]	[НАПР:щёткой]	CLEAN_(SOMETHING)	2235	CLEAN_(SOMETHING)	
969	101	-2,230289	waschen::V	wash	стирать	[BSP:Wäsche]	[EX:clothes]	[НАПР:бельё]	WASH	1453	WASH	
970	622	-0,805718	abwischen::V	wipe	вытереть	[]	[]	[]	WIPE	1454	WIPE	
971	628	-0,793587	spülen::V	rinse	полоскать	[BSP:Wäsche, Geschirr]	[EX:clothes, dishes]	[НАПР:бельё, посуду]	<NA>	0	RINSE	
972	408	-1,306639	fegen::V	sweep	подметать	[BSP:Zimmer]	[EX:a room]	[НАПР:комнату]	SWEEP	230	SWEEP	not SWEEP
973	773	-0,434864	kehren::V	sweep	мести	[BSP:Laub]	[EX:leaves]	[НАПР:листья, двор]	<NA>	0	SWEEP_(SOMETHING)	
974	576	-0,90615	baden::V	bath	купаться	[BSp:in einem Fluss]	[EX:in a river]	[НАПР:в реке]	BATHE	138	BATHE	
975	424	-1,251453	sich waschen::V	wash	мыться	[]	[]	[]	<NA>	0	WASH_(ONESELF)	
976	755	-0,48271	ausziehen::V	take off	снять	[BSP:den Mantel]	[EX:one's coat]	[НАПР:пальто]	<NA>	0	TAKE_OFF	
977	607	-0,844519	anziehen::V	put on	надеть	[BSP:den Mantel]	[EX:one's coat]	[НАПР:пальто]	PUT_ON	158	PUT_ON	
978	742	-0,509286	sich anziehen::V	get dressed	одеться	[]	[]	[]	DRESS_UP	814	DRESS_UP	
979	646	-0,751208	kämmen::V	comb	причесать	[]	[]	[кого-то, НАПР:дочь]	COMB_(VERB)	2070	COMB_(VERB)	
980	809	-0,330631	schmücken::V	decorate	украсить	[BSP:ein Haus]	[EX:a house]	[НАПР:дом]	DECORATE	1739	DECORATE	
981	114	-2,158457	sagen::V	say	сказать	[]	[]	[]	SAY	1458	SAY	
982	345	-1,445579	sprechen::V	speak	говорить	[]	[]	[]	SPEAK	1623	SPEAK	
983	812	-0,320568	reden::V	talk	разговаривать	[]	[]	[]	<NA>	0	TALK_(TO_SOMEONE)	
984	987	0,992396	sich unterhalten::V	chat	беседовать	[]	[]	[]	<NA>	0	CHAT_(ACTIVITY)	
985	643	-0,756512	fragen::V	ask	спросить	[]	[]	[]	ASK_(INQUIRE)	1309	ASK_(INQUIRE)	
986	214	-1,771588	bitten::V	request	просить	[]	[]	[]	ASK_(REQUEST)	1828	ASK_(REQUEST)	
987	829	-0,253267	erzählen::V	tell	рассказать	[]	[]	[]	TELL	1711	TELL	
988	762	-0,470104	mitteilen::V	convey	сообщить	[]	[]	[]	<NA>	0	CONVEY_(A_MESSAGE)	
989	991	1,056512	nennen::V	name	назвать	[benennen]	[give a name to]	[давать имя]	CALL_BY_NAME	180	CALL_BY_NAME	
990	468	-1,147637	rufen::V	call	звать, позвать	[herbeirufen]	[someone to come]	[кого-то]	CALL	1084	CALL	
991	998	1,320687	prahlen::V	brag	хвастаться	[]	[]	[]	BOAST	101	BOAST	
992	942	0,437371	übersetzen::V	translate	перевести	[BSP:Text]	[EX:text]	[НАПР:текст]	<NA>	0	TRANSLATE	
993	577	-0,905234	denken::V	think	думать	[]	[]	[]	THINK_(REFLECT)	2271	THINK_(REFLECT)	
994	196	-1,825419	glauben::V	believe	верить	[]	[]	[]	BELIEVE	1890	BELIEVE	
995	852	-0,149321	bemerken::V	notice	заметить	[merken, sich bewusst werden]	[]	[]	<NA>	0	NOTICE	
996	328	-1,483136	erkennen::V	recognize	узна́ть	[wiedererkennen]	[]	[]	<NA>	0	RECOGNIZE	
997	771	-0,442509	begreifen::V	grasp	пости́чь, поня́ть	[verstandesmäßig]	[understand, become aware of the meaning of]	[усвоить смысл чего-либо]	UNDERSTAND	1536	UNDERSTAND	
998	438	-1,223614	verstehen::V	understand	услышать	[akustisch, BSP:einen Zuruf]	[acoustically, EX:a call]	[НАПР:оклик]	<NA>	0	UNDERSTAND_(ACOUSTICALLY)	
999	391	-1,337368	lernen::V	learn	учиться	[BSP:zu nähen]	[EX:to sew]	[НАПР:шитью]	LEARN	504	LEARN	
1000	64	-2,394674	wissen::V	know	знать	[Kenntnis haben von]	[be aware of]	[быть осведомленным о]	KNOW_(SOMETHING)	1410	KNOW_(SOMETHING)	
1001	864	-0,092023	sich erinnern an::V	remember	вспомнить	[aus dem Gedächtnis zurückholen]	[recall from one's memory]	[вернуться мыслью к]	REMEMBER	707	REMEMBER	
1002	501	-1,077742	vergessen::V	forget	забыть	[die Erinnerung verlieren an]	[lose remembrance of]	[утратить воспоминание о]	FORGET	1523	FORGET	
1003	315	-1,509279	messen::V	measure	мерить	[BSP:die Höhe bestimmen von]	[EX:ascertain the height of]	[НАПР:определять величину чего-либо]	MEASURE	1506	MEASURE	
1004	299	-1,551128	zählen::V	count	считать	[die Anzahl bestimmen von]	[determine the number of]	[перечислять по порядку]	COUNT	1420	COUNT	
1005	680	-0,667109	rechnen::V	calculate	считать	[mit Zahlen]	[reckon]	[вычислять]	<NA>	0	CALCULATE	
1006	79	-2,32331	lesen::V	read	читать	[BSP:Buch]	[EX:a book]	[НАПР:книгу]	READ	724	READ	
1007	789	-0,392526	malen::V	paint	рисовать	[BSP:Bild]	[EX:a picture]	[НАПР:картину]	PAINTING	2001	PAINTING	
1008	738	-0,521588	zeichnen::V	draw	рисовать	[BSP:Linie]	[EX:a line]	[НАПР:линию]	<NA>	0	DRAW_(WITH_PEN)	
1009	168	-1,927829	schreiben::V	write	писать	[BSP:Brief]	[EX:a letter]	[НАПР:письмо]	WRITE	1672	WRITE	
1010	352	-1,427095	besitzen::V	own	иметь	[als Eigentum haben]	[possess]	[в своей собственности]	OWN	684	OWN	
1011	139	-2,032848	kaufen::V	buy	купить	[BSP:Ware]	[EX:goods]	[НАПР:товар]	BUY	1869	BUY	
1012	140	-2,029052	verkaufen::V	sell	продать	[BSP:Ware]	[EX:goods]	[НАПР:товар]	SELL	1571	SELL	
1013	198	-1,822012	bezahlen::V	pay for	заплатить	[BSP:Ware]	[EX:goods]	[НАПР:за товар]	<NA>	0	PAY_FOR	
1014	235	-1,715766	zahlen::V	pay	платить	[BSP:im Restaurant]	[EX:in a restaurant]	[НАПР:в ресторане]	PAY	718	PAY	
1015	899	0,118183	beherrschen::V	rule	владеть	[BSP:Land]	[EX:country]	[НАПР:страной]	RULE	1846	RULE	
1016	751	-0,491453	ertragen::V	endure	вытерпеть	[BSP:Schmerz]	[EX:pain]	[выдержать, НАПР:боль]	ENDURE	833	ENDURE	
