diff_count	length	record_a	glyphs_a	codes_a	record_b	glyphs_b	codes_b	diff_positions
1	7	P008186	𜅊 𜌓 𜇽 𛶃 𜈰 𛷹 𜄱	M292 M388 M321~b M032 M332~g M057~a1 M288	P009191	𜅊 𜌓 𛼢 𛶃 𜈰 𛷸 𜄱	M292 M388 M146 M032 M332~g M057~a M288	[2]
1	6	P008003	𜆡 𜌓 𛻏 𛻏 𛹜 𜉠	M305 M388 M128~d M128~d M096 M354	P008137	𜆡 𜌓 𛻌 𛻌 𛹜 𜃇	M305 M388 M128 M128 M096 M263~e	[5]
1	6	P008157	𛺖 𜌓 𜉇 𜋅 𛿺 𛶔	M111~e M388 M347 M377~e M218 M036+N30D	P008919	𛺒 𜌓 𜉇 𜋅 𛿺 𛶎	M111~a M388 M347 M377~e M218 M036	[5]
1	6	P008310	𛺯 𜌓 𛵯 𛶈 𜊩 𜇟	M112~o M388 M024~1 M033 M371 M317	P008310	𛷣 𜌓 𛵮 𛶈 𜊩 𜇟	M051~a M388 M024 M033 M371 M317	[0]
1	5	P008005	𛿺 𜂣 𜊩 𜀕 𛼹	M218 M259 M371 M223 M150~a	P008271	𛿺 𜂣 𜊩 𜀗 𛿺	M218 M259 M371 M223~b M218	[4]
1	5	P008163	𜆡 𜌓 𜀰 𛹥 𛵅	M305 M388 M240 M097~h M004	P009277	𜆡 𜌓 𛼢 𛹥 𛵅	M305 M388 M146 M097~h M004	[2]
1	5	P008727	𛾥 𛼯 𛼌 𜌓 𜃃	M195+M057 M147~e M139 M388 M263~a	P008730	𛾥 𛼫 𛼌 𜌓 𜋾	M195+M057 M147 M139 M388 M387	[4]
1	4	P008003	𜆚 𜋾 𛵓 𜃌	M302~t M387 M009 M264~a1	P009280	𜊩 𜋾 𛵓 𜃌	M371 M387 M009 M264~a1	[0]
1	4	P008004	𜆡 𛻃 𛸘 𜈽	M305 M124 M066~a M346	P008076	𜆡 𛷖 𛸗 𜉄	M305 M049~e M066 M346~b	[1]
1	4	P008022	𜌁 𜌁 𛷪 𜌓	M387~c M387~c M054 M388	P008033	𛺹 𜌁 𛷪 𜌓	M122 M387~c M054 M388	[0]
1	4	P008022	𜌁 𜌁 𛷪 𜌓	M387~c M387~c M054 M388	P008265	𜆡 𜌁 𛷪 𜌓	M305 M387~c M054 M388	[0]
1	4	P008022	𜌁 𜌁 𛷪 𜌓	M387~c M387~c M054 M388	P008992	𜌁 𜌁 𛷪 𜃕	M387~c M387~c M054 M265~2	[3]
1	4	P008022	𜌁 𜌁 𛷪 𜌓	M387~c M387~c M054 M388	P009224	𜌎 𜌎 𛷪 𜄱	M387~i M387~i M054 M288	[3]
1	4	P008033	𛺹 𜌁 𛷪 𜌓	M122 M387~c M054 M388	P008265	𜆡 𜌁 𛷪 𜌓	M305 M387~c M054 M388	[0]
1	4	P008033	𛺹 𜌁 𛷪 𜌓	M122 M387~c M054 M388	P009180	𜌁 𜌁 𛷪 𜌓	M387~c M387~c M054 M388	[0]
1	4	P008043	𛹥 𜀄 𜁻 𛷪	M097~h M218~b M250~ba M054	P008136	𛹤 𜀄 𜁻 𜃁	M097~f M218~b M250~ba M263	[3]
1	4	P008046	𛹥 𛵅 𛿺 𜂩	M097~h M004 M218 M260~1+N24	P009156	𛹥 𛵅 𛿺 𜃁	M097~h M004 M218 M263	[3]
1	4	P008060	𛻃 𜊩 𛵓 𜄱	M124 M371 M009 M288	P008355	𛻃 𜊩 𛵓 𜊩	M124 M371 M009 M371	[3]
1	4	P008060	𛻃 𜋺 𛵮 𜊩	M124 M386~a M024 M371	P008100	𛻃 𜊛 𛵮 𜊩	M124 M370 M024 M371	[1]
1	4	P008060	𜇫 𛵓 𜊩 𜄱	M318~a1 M009 M371 M288	P008666	𜂂 𛵓 𜊩 𜄱	M251~c M009 M371 M288	[0]
1	4	P008060	𜇫 𛵓 𜊩 𜄱	M318~a1 M009 M371 M288	P009089	𜉚 𛵓 𜊩 𜄱	M352~n M009 M371 M288	[0]
1	4	P008083	𛸗 𜉜 𛹜 𜅸	M066 M352~o M096 M297	P008122	𛸗 𜉜 𛹢 𜄱	M066 M352~o M096~c M288	[3]
1	4	P008083	𛸗 𜉜 𛹜 𜅸	M066 M352~o M096 M297	P008431	𛸗 𜉜 𜇔 𜅸	M066 M352~o M315 M297	[2]
1	4	P008083	𛸗 𜉜 𛹜 𜅸	M066 M352~o M096 M297	P009375	𛸗 𜉚 𜉇 𜅸	M066 M352~n M347 M297	[2]
1	4	P008083	𛸗 𜉜 𛹜 𜅸	M066 M352~o M096 M297	P009439	𛸗 𜉚 𜇔 𜅸	M066 M352~n M315 M297	[2]
1	4	P008087	𛻃 𜋺 𛵮 𜊩	M124 M386~a M024 M371	P008100	𛻃 𜊛 𛵮 𜊩	M124 M370 M024 M371	[1]
1	4	P008105	𛼰 𜌓 𛿺 𛷪	M149~a M388 M218 M054	P008105	𛼰 𜌓 𛿺 𜅘	M149~a M388 M218 M295	[3]
1	4	P008105	𛼰 𜌓 𛿺 𛷪	M149~a M388 M218 M054	P009185	𛼲 𜌓 𛿺 𜅦	M149~a2 M388 M218 M295~k	[3]
1	4	P008108	𜌓 𛹥 𜇪 𜊩	M388 M097~h M318~a M371	P008185	𜌓 𛵯 𜇬 𜊩	M388 M024~1 M318~a2 M371	[1]
1	4	P008108	𜌓 𛹥 𜇪 𜊩	M388 M097~h M318~a M371	P272825	𛵹 𛹥 𜇩 𜊩	M029~b M097~h M318 M371	[0]
1	4	P008122	𜇏 𛶃 𛹜 𜄱	M314 M032 M096 M288	P008663	𜌓 𛶃 𛹜 𜄱	M388 M032 M096 M288	[0]
1	4	P008122	𜃁 𜌆 𛸗 𜄱	M263 M387~ef M066 M288	P008351	𜀈 𜌁 𛸗 𜄽	M219 M387~c M066 M288~i	[0]
1	4	P008122	𜀕 𛸗 𛿺 𜄱	M223 M066 M218 M288	P008146	𜀕 𜀚 𛿺 𜄱	M223 M224 M218 M288	[1]
1	4	P008136	𛷸 𜀰 𜋺 𜀰	M057~a M240 M386~a M240	P008860	𛻃 𜀰 𜋺 𜀰	M124 M240 M386~a M240	[0]
1	4	P008144	𜋀 𜋺 𜀰 𛹜	M377 M386~a M240 M096	P008271	𛻃 𜋺 𜀰 𛹜	M124 M386~a M240 M096	[0]
1	4	P008144	𜋀 𜋺 𜀰 𛹜	M377 M386~a M240 M096	P008644	𜁂 𜋺 𜀶 𛹜	M242~n M386~a M240~e M096	[0]
1	4	P008144	𜋀 𜋺 𜀰 𛹜	M377 M386~a M240 M096	P009018	𜄧 𜋺 𜀰 𛹜	M285~c M386~a M240 M096	[0]
1	4	P008185	𜌓 𛸘 𜀈 𛿺	M388 M066~a M219 M218	P009181	𜌓 𛸘 𜅘 𛿺	M388 M066~a M295 M218	[2]
1	4	P008192	𛹆 𜌓 𜅭 𜀌	M080~a M388 M295~q M220	P368478	𛹈 𜌓 𜅘 𛿺	M080~c M388 M295 M218	[3]
1	4	P008221	𛷐 𜀈 𛿺 𜄱	M048~k M219 M218 M288	P008688	𜊩 𜀈 𛿺 𜄱	M371 M219 M218 M288	[0]
1	4	P008241	𜀶 𜉇 𜊩 𛿱	M240~e M347 M371 M217+M388	P008972	𜀶 𜉇 𜊩 𜋾	M240~e M347 M371 M387	[3]
1	4	P008260	𛻎 𜋅 𜉇 𜊩	M128~ca M377~e M347 M371	P008448	𛼢 𜋅 𜉇 𜊩	M146 M377~e M347 M371	[0]
1	4	P008260	𛻎 𜋅 𜉇 𜊩	M128~ca M377~e M347 M371	P008740	𛵸 𜋅 𜉇 𜊩	M029~a M377~e M347 M371	[0]
1	4	P008260	𛻎 𜋅 𜉇 𜊩	M128~ca M377~e M347 M371	P009298	𜄩 𜋅 𜉇 𜊩	M285~d M377~e M347 M371	[0]
1	4	P008265	𜆡 𜌁 𛷪 𜌓	M305 M387~c M054 M388	P009180	𜌁 𜌁 𛷪 𜌓	M387~c M387~c M054 M388	[0]
1	4	P008271	𛻃 𜋺 𜀰 𛹜	M124 M386~a M240 M096	P008644	𜁂 𜋺 𜀶 𛹜	M242~n M386~a M240~e M096	[0]
1	4	P008271	𛻃 𜋺 𜀰 𛹜	M124 M386~a M240 M096	P009018	𜄧 𜋺 𜀰 𛹜	M285~c M386~a M240 M096	[0]
1	4	P008351	𜀈 𜌁 𛸗 𜄽	M219 M387~c M066 M288~i	P008417	𜃁 𜌆 𛸗 𜄱	M263 M387~ef M066 M288	[0]
1	4	P008355	𛻃 𜊩 𛵓 𜊩	M124 M371 M009 M371	P008490	𛻃 𜌕 𛵓 𜊩	M124 M390 M009 M371	[1]
1	4	P008355	𛻃 𜊩 𛵓 𜊩	M124 M371 M009 M371	P009183	𛻃 𛷋 𛵓 𜊩	M124 M048~c M009 M371	[1]
1	4	P008355	𛻃 𜊩 𛵓 𜊩	M124 M371 M009 M371	P009257	𛻃 𜇭 𛵓 𜊩	M124 M318~a3 M009 M371	[1]
1	4	P008355	𛻃 𜊩 𛵓 𜊩	M124 M371 M009 M371	P009257	𛻃 𜇭 𛵓 𜊩	M124 M318~a3 M009 M371	[1]
1	4	P008379	𛻃 𛸗 𜆅 𛷶	M124 M066 M301~a M057	P009088	𜋀 𛸗 𜆄 𛷶	M377 M066 M301 M057	[0]
1	4	P008430	𜂼 𜂣 𛿺 𛵞	M262 M259 M218 M010~2	P008688	𜂼 𜂣 𛿺 𜄱	M262 M259 M218 M288	[3]
1	4	P008431	𛸗 𜉜 𜇔 𜅸	M066 M352~o M315 M297	P009375	𛸗 𜉚 𜉇 𜅸	M066 M352~n M347 M297	[2]
1	4	P008438	𛶃 𜋾 𛿺 𜄱	M032 M387 M218 M288	P008942	𛸗 𜋾 𛿺 𜄱	M066 M387 M218 M288	[0]
1	4	P008448	𛼢 𜋅 𜉇 𜊩	M146 M377~e M347 M371	P008740	𛵸 𜋅 𜉇 𜊩	M029~a M377~e M347 M371	[0]
1	4	P008448	𛼢 𜋅 𜉇 𜊩	M146 M377~e M347 M371	P009298	𜄩 𜋅 𜉇 𜊩	M285~d M377~e M347 M371	[0]
1	4	P008468	𛿺 𜂦 𛵓 𜊩	M218 M259~3 M009 M371	P009383	𛿺 𜂣 𛽆 𜊭	M218 M259 M153 M371~d	[2]
1	4	P008490	𛻃 𜌕 𛵓 𜊩	M124 M390 M009 M371	P009183	𛻃 𛷋 𛵓 𜊩	M124 M048~c M009 M371	[1]
1	4	P008490	𛻃 𜌕 𛵓 𜊩	M124 M390 M009 M371	P009257	𛻃 𜇭 𛵓 𜊩	M124 M318~a3 M009 M371	[1]
1	4	P008490	𛻃 𜌕 𛵓 𜊩	M124 M390 M009 M371	P009257	𛻃 𜇭 𛵓 𜊩	M124 M318~a3 M009 M371	[1]
1	4	P008490	𜌓 𜂂 𛵅 𛿺	M388 M251~c M004 M218	P272825	𜌓 𛵓 𛵅 𛿺	M388 M009 M004 M218	[1]
1	4	P008621	𛸗 𜉜 𛿺 𛿺	M066 M352~o M218 M218	P009412	𛸗 𜉜 𜉇 𛿺	M066 M352~o M347 M218	[2]
1	4	P008644	𜌓 𛷼 𜋾 𛿺	M388 M057~b M387 M218	P009262	𜌓 𛻌 𜋿 𛿺	M388 M128 M387~a M218	[1]
1	4	P008644	𜁂 𜋺 𜀶 𛹜	M242~n M386~a M240~e M096	P009018	𜄧 𜋺 𜀰 𛹜	M285~c M386~a M240 M096	[0]
1	4	P008666	𜂂 𛵓 𜊩 𜄱	M251~c M009 M371 M288	P009089	𜉚 𛵓 𜊩 𜄱	M352~n M009 M371 M288	[0]
1	4	P008688	𜂼 𜂣 𛿺 𜄱	M262 M259 M218 M288	P008914	𜋾 𜂣 𛿺 𜄱	M387 M259 M218 M288	[0]
1	4	P008688	𜂣 𛷐 𛹜 𜄱	M259 M048~k M096 M288	P009338	𜂣 𜄚 𛹜 𜄱	M259 M281~f M096 M288	[1]
1	4	P008740	𛵸 𜋅 𜉇 𜊩	M029~a M377~e M347 M371	P009298	𜄩 𜋅 𜉇 𜊩	M285~d M377~e M347 M371	[0]
1	4	P008756	𛷌 𜊅 𛶎 𜃟	M048~d M365 M036 M266~b	P008756	𛷌 𛶈 𛶎 𜃟	M048~d M033 M036 M266~b	[1]
1	4	P008992	𜌁 𜌁 𛷪 𜃕	M387~c M387~c M054 M265~2	P009180	𜌁 𜌁 𛷪 𜌓	M387~c M387~c M054 M388	[3]
1	4	P008992	𜌁 𜌁 𛷪 𜃕	M387~c M387~c M054 M265~2	P009224	𜌎 𜌎 𛷪 𜄱	M387~i M387~i M054 M288	[3]
1	4	P009180	𜌁 𜌁 𛷪 𜌓	M387~c M387~c M054 M388	P009224	𜌎 𜌎 𛷪 𜄱	M387~i M387~i M054 M288	[3]
1	4	P009183	𛻃 𛷋 𛵓 𜊩	M124 M048~c M009 M371	P009257	𛻃 𜇭 𛵓 𜊩	M124 M318~a3 M009 M371	[1]
1	4	P009183	𛻃 𛷋 𛵓 𜊩	M124 M048~c M009 M371	P009257	𛻃 𜇭 𛵓 𜊩	M124 M318~a3 M009 M371	[1]
1	4	P009228	𜆡 𜌓 𛵓 𛵅	M305 M388 M009 M004	P272825	𜆡 𜌓 𛵓 𜊩	M305 M388 M009 M371	[3]
1	4	P009279	𜆚 𜋾 𛵓 𜃌	M302~t M387 M009 M264~a1	P009280	𜊩 𜋾 𛵓 𜃌	M371 M387 M009 M264~a1	[0]
1	4	P009356	𛵅 𛹪 𛸗 𜃁	M004 M101 M066 M263	P009373	𛵅 𜀁 𛸗 𜃆	M004 M218+M288~f M066 M263~b1	[1]
1	4	P009375	𛸗 𜉚 𜉇 𜅸	M066 M352~n M347 M297	P009412	𛸗 𜉜 𜉇 𛿺	M066 M352~o M347 M218	[3]
1	4	P009375	𛸗 𜉚 𜉇 𜅸	M066 M352~n M347 M297	P009439	𛸗 𜉚 𜇔 𜅸	M066 M352~n M315 M297	[2]
1	4	P009535	𜌓 𛾾 𜊩 𜈽	M388 M206~b M371 M346	P009535	𜌓 𛸧 𜊩 𜈽	M388 M072 M371 M346	[1]
2	7	P008718	𛾥 𛼫 𛼌 𜌓 𜍅 𛷻 𜅏	M195+M057 M147 M139 M388 M461~b M057~a4 M292~f	P008719	𛾥 𛼫 𛼌 𜌓 𛷕 𜅭 𜅌	M195+M057 M147 M139 M388 M049~da M295~q M292~c	[4, 5]
2	7	P008718	𛾥 𛼫 𛼌 𜌓 𜍅 𛷻 𜅏	M195+M057 M147 M139 M388 M461~b M057~a4 M292~f	P008728	𛾥 𛼯 𛼌 𜌓 𜃂 𜄚 𜅌	M195+M057 M147~e M139 M388 M263~1 M281~f M292~c	[4, 5]
2	7	P008719	𛾥 𛼫 𛼌 𜌓 𛷕 𜅭 𜅌	M195+M057 M147 M139 M388 M049~da M295~q M292~c	P008728	𛾥 𛼯 𛼌 𜌓 𜃂 𜄚 𜅌	M195+M057 M147~e M139 M388 M263~1 M281~f M292~c	[4, 5]
2	6	P008134	𛾣 𜌓 𜄷 𛿺 𛿺 𜄱	M195+M038 M388 M288~c M218 M218 M288	P008158	𛾤 𜌓 𜉉 𜀕 𛿺 𜄱	M195+M038~a M388 M348+M004 M223 M218 M288	[2, 3]
2	6	P008186	𜊅 𜌓 𜃂 𛶈 𜊩 𜄱	M365 M388 M263~1 M033 M371 M288	P009343	𛿞 𜌓 𜃁 𜉇 𜊩 𜄱	M210~d M388 M263 M347 M371 M288	[0, 3]
2	6	P008310	𛷣 𜌓 𛿺 𜀭 𜊩 𜇟	M051~a M388 M218 M229~e M371 M317	P008310	𛷣 𜌓 𛵮 𛶈 𜊩 𜇟	M051~a M388 M024 M033 M371 M317	[2, 3]
2	5	P008005	𛻃 𜋺 𜀮 𛹜 𛼹	M124 M386~a M230 M096 M150~a	P008043	𛻃 𜀻 𜀮 𛹜 𛵂	M124 M242~ab M230 M096 M003~b	[1, 4]
2	5	P008005	𛻃 𜋺 𜀮 𛹜 𛼹	M124 M386~a M230 M096 M150~a	P008666	𛻃 𜋺 𜃁 𛹜 𜄱	M124 M386~a M263 M096 M288	[2, 4]
2	5	P008032	𜆡 𜌓 𜉜 𛺌 𛸗	M305 M388 M352~o M109 M066	P008978	𜆡 𜌓 𜆆 𛿺 𛸗	M305 M388 M301~aa M218 M066	[2, 3]
2	5	P008038	𜈔 𜌓 𛼢 𜊩 𜄱	M325~d M388 M146 M371 M288	P009416	𛾳 𜌓 𛼺 𜊩 𜄱	M203~a M388 M151 M371 M288	[0, 2]
2	5	P008082	𛽢 𜌓 𛷽 𜋾 𛿺	M157+M377~e+M377~e M388 M057~b1 M387 M218	P368478	𜆡 𜌓 𛻌 𜋾 𛿺	M305 M388 M128 M387 M218	[0, 2]
2	5	P008083	𛿳 𛵮 𜀖 𛸗 𜄱	M217~e M024 M223~a M066 M288	P009343	𛿴 𛶃 𛹝 𛸗 𜄱	M217~ea M032 M096~1 M066 M288	[1, 2]
2	5	P008085	𜌓 𜂉 𛷏 𛹜 𜄱	M388 M251~m M048~i M096 M288	P008296	𜌓 𜀮 𜂾 𛹜 𜄱	M388 M230 M262~a M096 M288	[1, 2]
2	5	P008085	𜌓 𜂉 𛷏 𛹜 𜄱	M388 M251~m M048~i M096 M288	P008296	𜋾 𜂂 𜄚 𛹜 𜄱	M387 M251~c M281~f M096 M288	[0, 2]
2	5	P008105	𜌓 𜋾 𛵓 𜊩 𛷪	M388 M387 M009 M371 M054	P008105	𜌓 𜌁 𜉞 𜈒 𛷪	M388 M387~c M352~s M325 M054	[2, 3]
2	5	P008108	𜌓 𛵅 𜃁 𛿺 𜉈	M388 M004 M263 M218 M348	P008490	𜌓 𛵅 𜃂 𛺌 𛵂	M388 M004 M263~1 M109 M003~b	[3, 4]
2	5	P008108	𜌓 𛵅 𜃁 𛿺 𜉈	M388 M004 M263 M218 M348	P008635	𜀞 𛵅 𜃂 𛿺 𜄱	M226~c M004 M263~1 M218 M288	[0, 4]
2	5	P008109	𜆡 𜌓 𛸗 𜉜 𛿺	M305 M388 M066 M352~o M218	P009002	𜉖 𜌓 𛸗 𜀈 𛿺	M352~b M388 M066 M219 M218	[0, 3]
2	5	P008109	𜆡 𜌓 𛸗 𜉜 𛿺	M305 M388 M066 M352~o M218	P368478	𜆡 𜌓 𛻌 𜋾 𛿺	M305 M388 M128 M387 M218	[2, 3]
2	5	P008109	𜆡 𜌓 𛸗 𜉜 𛿺	M305 M388 M066 M352~o M218	P368485	𜆡 𜌓 𛹥 𛵅 𛿺	M305 M388 M097~h M004 M218	[2, 3]
2	5	P008138	𛸗 𜂣 𜈭 𛿺 𜃅	M066 M259 M332~d M218 M263~b	P009156	𛸗 𜉚 𛸗 𛿺 𜃃	M066 M352~n M066 M218 M263~a	[1, 2]
2	5	P008154	𜈧 𜌓 𛶃 𜅸 𛶃	M328~b M388 M032 M297 M032	P009207	𛾐 𜌓 𛶃 𜅸 𜄱	M177~a M388 M032 M297 M288	[0, 4]
2	5	P008185	𛼌 𜌓 𜅴 𜃂 𛿺	M139 M388 M296 M263~1 M218	P008929	𛼌 𜌓 𜉉 𜀓 𛿺	M139 M388 M348+M004 M222 M218	[2, 3]
2	5	P008214	𜉣 𜌓 𜂼 𜉇 𜊩	M357 M388 M262 M347 M371	P008690	𛻸 𜌓 𜋅 𜉇 𜊩	M136~c M388 M377~e M347 M371	[0, 2]
2	5	P008221	𜌓 𜂼 𛹤 𛿺 𜄱	M388 M262 M097~f M218 M288	P008580	𜌓 𜇏 𜀈 𛿺 𜄱	M388 M314 M219 M218 M288	[1, 2]
2	5	P008221	𛽹 𛿺 𜂣 𛿺 𜄱	M175 M218 M259 M218 M288	P008351	𛻃 𛿯 𜂣 𛿺 𜄽	M124 M217 M259 M218 M288~i	[0, 1]
2	5	P008239	𜁈 𜌓 𜉇 𜋀 𛿺	M243~e M388 M347 M377 M218	P008999	𜈆 𜌓 𜉇 𜊩 𛿺	M323 M388 M347 M371 M218	[0, 3]
2	5	P008241	𛻃 𛿺 𛶃 𛹜 𛿱	M124 M218 M032 M096 M217+M388	P008241	𛻃 𛿺 𜀈 𛿺 𛿱	M124 M218 M219 M218 M217+M388	[2, 3]
2	5	P008242	𛻃 𛼑 𛹥 𜋾 𛿺	M124 M141~a M097~h M387 M218	P008292	𛻃 𛿺 𛹥 𜌕 𛿺	M124 M218 M097~h M390 M218	[1, 3]
2	5	P008337	𛹔 𜁼 𜋀 𜉇 𜊩	M089 M250~m M377 M347 M371	P008690	𛻸 𜌓 𜋅 𜉇 𜊩	M136~c M388 M377~e M347 M371	[0, 1]
2	5	P008351	𛻃 𛿯 𜂣 𛿺 𜄽	M124 M217 M259 M218 M288~i	P008688	𛽹 𛿺 𜂣 𛿺 𜄱	M175 M218 M259 M218 M288	[0, 1]
2	5	P008351	𛻃 𜉚 𜂕 𛹜 𜄽	M124 M352~n M254~a M096 M288~i	P008533	𛻃 𛵮 𜀼 𛹜 𜄱	M124 M024 M242~b M096 M288	[1, 2]
2	5	P008351	𛻃 𜉚 𜂕 𛹜 𜄽	M124 M352~n M254~a M096 M288~i	P008666	𛻃 𜋺 𜃁 𛹜 𜄱	M124 M386~a M263 M096 M288	[1, 2]
2	5	P008351	𛻃 𛹜 𜀡 𛸗 𜄽	M124 M096 M227 M066 M288~i	P008867	𛻃 𜃂 𛺌 𛸗 𜄱	M124 M263~1 M109 M066 M288	[1, 2]
2	5	P008383	𛻃 𜉇 𜀂 𜊩 𜄱	M124 M347 M218+M320 M371 M288	P009343	𛻃 𛿈 𜅙 𜊩 𜄱	M124 M207 M295~a M371 M288	[1, 2]
2	5	P008399	𜌓 𛸗 𜉜 𜂃 𛸗	M388 M066 M352~o M251~c2 M066	P009412	𜌓 𛸗 𜉜 𜊛 𛿺	M388 M066 M352~o M370 M218	[3, 4]
2	5	P008533	𛻃 𛵮 𜀼 𛹜 𜄱	M124 M024 M242~b M096 M288	P008666	𛻃 𜋺 𜃁 𛹜 𜄱	M124 M386~a M263 M096 M288	[1, 2]
2	5	P008580	𜌓 𜇏 𜀈 𛿺 𜄱	M388 M314 M219 M218 M288	P008906	𜌓 𜌻 𜀈 𛿺 𛵂	M388 M447~d M219 M218 M003~b	[1, 4]
2	5	P008612	𛿯 𜃁 𛺌 𛸗 𜄲	M217 M263 M109 M066 M288+N01	P008867	𛻃 𜃂 𛺌 𛸗 𜄱	M124 M263~1 M109 M066 M288	[0, 4]
2	5	P008959	𜆡 𜌓 𜀞 𜊩 𜂩	M305 M388 M226~c M371 M260~1+N24	P009306	𜆡 𜌓 𜄬 𜊩 𛿡	M305 M388 M285~s M371 M210~g	[2, 4]
2	5	P009026	𜌓 𛺌 𛿺 𛷶 𜄱	M388 M109 M218 M057 M288	P272826	𜌓 𜉚 𜆄 𛷸 𜄱	M388 M352~n M301 M057~a M288	[1, 2]
2	5	P009242	𜆡 𜌓 𛹥 𜀞 𜊩	M305 M388 M097~h M226~c M371	P368485	𜆡 𜌓 𛹥 𛵅 𛿺	M305 M388 M097~h M004 M218	[3, 4]
2	5	P009338	𜆡 𜌓 𛺍 𜀼 𛹜	M305 M388 M110 M242~b M096	P009466	𛶪 𛼢 𛺎 𜀼 𛹜	M038~f M146 M110~a M242~b M096	[0, 1]
2	5	P368478	𜆡 𜌓 𛻌 𜋾 𛿺	M305 M388 M128 M387 M218	P368485	𜆡 𜌓 𛹥 𛵅 𛿺	M305 M388 M097~h M004 M218	[2, 3]
2	5	P368480	𛹺 𛿺 𛷗 𛵅 𛿺	M103~2 M218 M049~m M004 M218	P368604	𛽭 𛿺 𛶍 𛵅 𛿺	M158 M218 M009~d ≈ M035M09~d ≈ M3 M004 M218	[0, 2]
2	5	P368480	𜌓 𛼢 𛹥 𛵅 𛿺	M388 M146 M097~h M004 M218	P368485	𜆡 𜌓 𛹥 𛵅 𛿺	M305 M388 M097~h M004 M218	[0, 1]
2	4	P008004	𜆡 𛻃 𛸘 𜈽	M305 M124 M066~a M346	P008071	𛿫 𛻃 𛸗 𜈩	M214~e M124 M066 M329	[0, 3]
2	4	P008004	𜆡 𛻃 𛸘 𜈽	M305 M124 M066~a M346	P008516	𛸗 𜀈 𛸗 𜈽	M066 M219 M066 M346	[0, 1]
2	4	P008004	𜆡 𛻃 𛸘 𜈽	M305 M124 M066~a M346	P008516	𛿺 𛶍 𛸗 𜈽	M218 M009~d ≈ M035M09~d ≈ M3 M066 M346	[0, 1]
2	4	P008004	𜆡 𛻃 𛸘 𜈽	M305 M124 M066~a M346	P009535	𜌓 𛻃 𛹤 𜈽	M388 M124 M097~f M346	[0, 2]
2	4	P008007	𛻃 𜁖 𜋺 𛸗	M124 M246~ca M386~a M066	P008105	𛻃 𜃂 𛺌 𛸗	M124 M263~1 M109 M066	[1, 2]
2	4	P008007	𛻃 𜁖 𜋺 𛸗	M124 M246~ca M386~a M066	P008860	𛻃 𜀰 𜋺 𜀰	M124 M240 M386~a M240	[1, 3]
2	4	P008007	𛻃 𜁖 𜋺 𛸗	M124 M246~ca M386~a M066	P009185	𛻃 𜃂 𛺌 𛸘	M124 M263~1 M109 M066~a	[1, 2]
2	4	P008010	𛻃 𛵓 𛼌 𜅙	M124 M009 M139 M295~a	P008049	𛻃 𜌗 𜀄 𜅱	M124 M391 M218~b M295~wa	[1, 2]
2	4	P008010	𛻃 𛵓 𛼌 𜅙	M124 M009 M139 M295~a	P008105	𛻃 𛵓 𜊩 𜋺	M124 M009 M371 M386~a	[2, 3]
2	4	P008010	𛻃 𛵓 𛼌 𜅙	M124 M009 M139 M295~a	P008429	𛻃 𛸪 𜀕 𜅘	M124 M073~b M223 M295	[1, 2]
2	4	P008013	𜁙 𛵓 𜊩 𜊽	M246~g M009 M371 M376	P008060	𜇫 𛵓 𜊩 𜄱	M318~a1 M009 M371 M288	[0, 3]
2	4	P008013	𜁙 𛵓 𜊩 𜊽	M246~g M009 M371 M376	P008105	𛻃 𛵓 𜊩 𜋺	M124 M009 M371 M386~a	[0, 3]
2	4	P008013	𜁙 𛵓 𜊩 𜊽	M246~g M009 M371 M376	P008125	𜊩 𛵓 𜊩 𛵄	M371 M009 M371 M003~c	[0, 3]
2	4	P008013	𜁙 𛵓 𜊩 𜊽	M246~g M009 M371 M376	P008666	𜂂 𛵓 𜊩 𜄱	M251~c M009 M371 M288	[0, 3]
2	4	P008013	𜁙 𛵓 𜊩 𜊽	M246~g M009 M371 M376	P009089	𜉚 𛵓 𜊩 𜄱	M352~n M009 M371 M288	[0, 3]
2	4	P008015	𜇳 𛼌 𜉈 𜄱	M319 M139 M348 M288	P008711	𛼌 𛶃 𜉈 𜄱	M139 M032 M348 M288	[0, 1]
2	4	P008022	𜌁 𜌁 𛷪 𜌓	M387~c M387~c M054 M388	P008429	𛽹 𜃞 𛷪 𜌓	M175 M266~a M054 M388	[0, 1]
2	4	P008022	𜌁 𜌁 𛷪 𜌓	M387~c M387~c M054 M388	P234794	𜋾 𜋾 𜂼 𛹜	M387 M387 M262 M096	[2, 3]
2	4	P008033	𛺹 𜌁 𛷪 𜌓	M122 M387~c M054 M388	P008429	𛽹 𜃞 𛷪 𜌓	M175 M266~a M054 M388	[0, 1]
2	4	P008033	𛺹 𜌁 𛷪 𜌓	M122 M387~c M054 M388	P008992	𜌁 𜌁 𛷪 𜃕	M387~c M387~c M054 M265~2	[0, 3]
2	4	P008033	𛺹 𜌁 𛷪 𜌓	M122 M387~c M054 M388	P009224	𜌎 𜌎 𛷪 𜄱	M387~i M387~i M054 M288	[0, 3]
2	4	P008040	𜋾 𛸗 𜊛 𛸧	M387 M066 M370 M072	P008172	𜌐 𛽆 𜊛 𜅸	M387~l M153 M370 M297	[1, 3]
2	4	P008040	𜋾 𛸗 𜊛 𛸧	M387 M066 M370 M072	P009466	𜋾 𛸗 𜃁 𛿺	M387 M066 M263 M218	[2, 3]
