score	num_documents	min_gap	sign_a	glyph_a	freq_a	sign_b	glyph_b	freq_b	VERTICAL neighbor examples_with_actual_glyphs
0.0503	5	1	M346	𜈽	183	M377	𜋀	54	P008430(gap1: 𜈽M346/𜋀M377), P008516(gap3: 𜈽M346/𜋀M377), P008785(gap1: 𜈽M346/𜋀M377), P272825(gap3: 𜈽M346/𜋀M377)
0.0502	5	1	M124	𛻃	207	M373	𜊲	48	P008043(gap2: 𛻃M124/𜊲M373), P008043(gap3: 𛻃M124/𜊲M373), P008043(gap2: 𛻃M124/𜊲M373), P008043(gap3: 𛻃M124/𜊲M373)
0.0496	5	1	M004	𛵅	37	M388	𜌓	275	P008053(gap1: 𛵅M004/𜌓M388), P008109(gap1: 𛵅M004/𜌓M388), P008271(gap2: 𛵅M004/𜌓M388), P008314(gap1: 𛵅M004/𜌓M388)
0.0488	5	1	M195	𛾢	29	M387	𜋾	362	P008210(gap1: 𛾢M195/𜌐M387~l), P008604(gap2: 𛾢M195/𜌐M387~l), P008650(gap2: 𛾢M195/𜌐M387~l), P008806(gap3: 𛾢M195/𜋾M387)
0.0487	5	1	M288	𜄱	458	M340	𜈱	23	P008195(gap1: 𜄱M288/𜈱M340), P009190(gap1: 𜄱M288/𜈱M340), P009211(gap1: 𜄱M288/𜈱M340), P009237(gap1: 𜄱M288/𜈱M340)
0.0487	5	1	M054	𛷪	182	M203	𛾳	58	P008043(gap3: 𛷪M054/𛾳M203~a), P008043(gap3: 𛷪M054/𛾳M203~a), P008043(gap1: 𛷪M054/𛾳M203~a), P008043(gap3: 𛷪M054/𛾳M203~a)
0.0480	5	1	M175	𛽹	30	M387	𜋾	362	P008292(gap2: 𛽹M175/𜋿M387~a), P008296(gap1: 𛽹M175/𜋾M387), P008894(gap1: 𛽹M175/𜌁M387~c), P009442(gap2: 𛽹M175/𜌁M387~c)
0.0478	5	1	M001	𛴺	89	M305	𜆡	123	P008785(gap2: 𛴺M001/𜆡M305), P008822(gap2: 𛴺M001/𜆡M305), P008894(gap3: 𛴺M001/𜆡M305), P272825(gap3: 𛴺M001/𜆡M305)
0.0477	5	1	M103	𛹸	24	M288	𜄱	458	P008072(gap2: 𛹺M103~2/𜄱M288), P008621(gap3: 𛹺M103~2/𜄱M288), P008663(gap3: 𛹻M103~3/𜄱M288), P008663(gap1: 𛹻M103~3/𜄱M288)
0.0477	5	1	M352	𜉕	40	M388	𜌓	275	P008085(gap2: 𜉚M352~n/𜌓M388), P008112(gap3: 𜉜M352~o/𜌓M388), P008136(gap1: 𜉚M352~n/𜌓M388), P008633(gap1: 𜉚M352~n/𜌓M388)
0.0473	5	1	M124	𛻃	207	M377	𜋀	54	P008043(gap2: 𛻃M124/𜋅M377~e), P008084(gap2: 𛻃M124/𜋀M377), P008416(gap2: 𛻃M124/𜋀M377), P008416(gap1: 𛻃M124/𜋀M377)
0.0465	5	1	M145	𛼙	32	M387	𜋾	362	P008085(gap3: 𛼚M145~a/𜋾M387), P008320(gap2: 𛼜M145~bb/𜌐M387~l), P008960(gap1: 𛼙M145/𜌁M387~c), P009152(gap3: 𛼛M145~b/𜋾M387)
0.0455	5	1	M371	𜊩	85	M376	𜊽	142	P008105(gap2: 𜊩M371/𜊽M376), P008543(gap1: 𜊩M371/𜊽M376), P009252(gap2: 𜊩M371/𜊽M376), P009343(gap3: 𜊩M371/𜊽M376)
0.0455	5	1	M096	𛹜	44	M388	𜌓	275	P008447(gap1: 𛹜M096/𜌓M388), P008484(gap2: 𛹜M096/𜌓M388), P008914(gap1: 𛹜M096/𜌓M388), P008914(gap3: 𛹜M096/𜌓M388)
0.0444	5	1	M075	𛸳	35	M387	𜋾	362	P008016(gap1: 𛸷M075~g/𜌐M387~l), P008018(gap2: 𛸴M075~ab/𜌁M387~c), P008059(gap2: 𛸻M075~m/𜋾M387), P008215(gap2: 𛸺M075~k/𜌐M387~l)
0.0434	5	1	M219	𜀈	29	M288	𜄱	458	P008077(gap3: 𜀈M219/𜄱M288), P008077(gap1: 𜀈M219/𜄱M288), P008077(gap3: 𜀈M219/𜄱M288), P008319(gap1: 𜀈M219/𜄱M288)
0.0427	5	1	M175	𛽹	30	M288	𜄱	458	P008221(gap1: 𛽹M175/𜄱M288), P008296(gap2: 𛽹M175/𜄱M288), P008429(gap3: 𛽹M175/𜄱M288), P008688(gap1: 𛽹M175/𜄱M288)
0.0418	5	1	M157	𛽔	332	M384	𜋨	43	P008616(gap1: 𛽤M157~a/𜋰M384~e), P008955(gap3: 𛽤M157~a/𜋭M384~d), P008955(gap1: 𛽤M157~a/𜋪M384~ab), P008997(gap1: 𛽤M157~a/𜋭M384~d)
0.0415	5	2	M001	𛴺	89	M218	𛿺	163	P008243(gap3: 𛴺M001/𛿺M218), P008634(gap3: 𛴺M001/𛿺M218), P009467(gap2: 𛴺M001/𛿺M218), P009480(gap2: 𛴺M001/𜀅M218~c)
0.0414	5	1	M149	𛼰	44	M157	𛽔	332	P008013(gap3: 𛼰M149~a/𛽔M157), P008067(gap2: 𛼱M149~a1/𛽔M157), P008138(gap1: 𛼰M149~a/𛽔M157), P008687(gap3: 𛼲M149~a2/𛽔M157)
0.0401	5	1	M288	𜄱	458	M292	𜅊	34	P008174(gap1: 𜄱M288/𜅊M292), P008186(gap2: 𜄱M288/𜅊M292), P008194(gap1: 𜄱M288/𜅋M292~a), P008867(gap1: 𜄱M288/𜅏M292~f)
0.0396	5	1	M096	𛹜	44	M387	𜋾	362	P008117(gap1: 𛹜M096/𜋾M387), P008242(gap3: 𛹜M096/𜌆M387~ef), P008296(gap2: 𛹜M096/𜋾M387), P008643(gap3: 𛹜M096/𜋾M387)
0.0395	5	1	M066	𛸗	79	M297	𜅸	203	P008433(gap1: 𛸗M066/𜅸M297), P009156(gap1: 𛸗M066/𜅸M297), P009156(gap2: 𛸗M066/𜅸M297), P009156(gap3: 𛸗M066/𜅸M297)
0.0391	5	1	M066	𛸗	79	M124	𛻃	207	P008049(gap1: 𛸗M066/𛻃M124), P008241(gap2: 𛸗M066/𛻃M124), P008241(gap1: 𛸗M066/𛻃M124), P008355(gap2: 𛸗M066/𛻃M124)
0.0388	5	1	M157	𛽔	332	M327	𜈙	50	P008171(gap1: 𛽔M157/𜈙M327), P008312(gap1: 𛽔M157/𜈙M327), P008955(gap1: 𛽤M157~a/𜈦M327~p), P009032(gap1: 𛽔M157/𜈙M327)
0.0382	5	1	M009	𛵓	139	M305	𜆡	123	P008135(gap3: 𛵓M009/𜆡M305), P008137(gap2: 𛵔M009~a/𜆡M305), P008749(gap1: 𛵓M009/𜆸M305~g), P008749(gap1: 𛵓M009/𜆸M305~g)
0.0379	5	1	M111	𛺑	48	M387	𜋾	362	P008016(gap3: 𛺖M111~e/𜌐M387~l), P008919(gap1: 𛺒M111~a/𜌁M387~c), P008991(gap3: 𛺗M111~f/𜋾M387), P009127(gap1: 𛺕M111~d/𜋾M387)
0.0379	5	1	M365	𜊅	48	M387	𜋾	362	P008016(gap2: 𜊅M365/𜌐M387~l), P008040(gap1: 𜊅M365/𜋾M387), P008243(gap3: 𜊅M365/𜋾M387), P009077(gap3: 𜊅M365/𜋾M387)
0.0379	5	1	M304	𜆛	48	M387	𜋾	362	P008108(gap3: 𜆟M304~a/𜋾M387), P008643(gap1: 𜆛M304/𜋾M387), P008922(gap3: 𜆛M304/𜋾M387), P008933(gap3: 𜆛M304/𜌐M387~l)
0.0379	5	1	M262	𜂼	38	M288	𜄱	458	P008054(gap1: 𜂼M262/𜄱M288), P008723(gap1: 𜂽M262~1/𜄱M288), P009223(gap3: 𜃀M262~ba/𜄱M288), P009290(gap1: 𜂼M262/𜄱M288)
0.0379	5	1	M048	𛷋	38	M288	𜄱	458	P008185(gap2: 𛷋M048~c/𜄱M288), P008185(gap1: 𛷋M048~c/𜄱M288), P008221(gap2: 𛷐M048~k/𜄱M288), P008688(gap1: 𛷐M048~k/𜄱M288)
0.0375	5	1	M006	𛵉	86	M124	𛻃	207	P008007(gap3: 𛵈M005~a/𛻃M124), P008105(gap3: 𛵈M005~a/𛻃M124), P008105(gap2: 𛵈M005~a/𛻃M124), P008759(gap2: 𛵉M006/𛻃M124)
0.0372	5	1	M001	𛴺	89	M297	𜅸	203	P008021(gap1: 𛴺M001/𜅸M297), P008021(gap3: 𛴺M001/𜅸M297), P008240(gap2: 𛴺M001/𜅻M297~b), P008616(gap1: 𛴺M001/𜅸M297)
0.0363	5	1	M056	𛷱	57	M157	𛽔	332	P008031(gap2: 𛷳M056~f/𛽔M157), P008401(gap2: 𛷲M056~e/𛽔M157), P008699(gap1: 𛷳M056~f/𛽔M157), P008803(gap3: 𛷳M056~f/𛽔M157)
0.0354	5	1	M157	𛽔	332	M206	𛾾	60	P008166(gap2: 𛽤M157~a/𛿇M206~j), P008166(gap3: 𛽤M157~a/𛿆M206~i), P008689(gap3: 𛽔M157/𛾿M206~d), P008722(gap1: 𛽔M157/𛾿M206~d)
0.0337	5	1	M288	𜄱	458	M304	𜆛	48	P008355(gap3: 𜄱M288/𜆛M304), P008355(gap1: 𜄱M288/𜆛M304), P008355(gap2: 𜄱M288/𜆛M304), P008442(gap2: 𜄱M288/𜆛M304)
0.0331	5	1	M072	𛸧	63	M387	𜋾	362	P008040(gap1: 𛸧M072/𜋾M387), P008170(gap1: 𛸧M072/𜌂M387~ca), P008170(gap1: 𛸧M072/𜌂M387~ca), P008310(gap1: 𛸧M072/𜌐M387~l)
0.0321	5	1	M003	𛵁	53	M288	𜄱	458	P008043(gap1: 𛵂M003~b/𜄱M288), P008105(gap2: 𛵂M003~b/𜄱M288), P008105(gap2: 𛵂M003~b/𜄱M288), P008490(gap3: 𛵂M003~b/𜄱M288)
0.0320	5	1	M001	𛴺	89	M388	𜌓	275	P008185(gap2: 𛴺M001/𜌓M388), P008185(gap3: 𛴺M001/𜌓M388), P008185(gap3: 𛴺M001/𜌓M388), P008185(gap2: 𛴺M001/𜌓M388)
0.0310	5	1	M346	𜈽	183	M376	𜊽	142	P008223(gap2: 𜈽M346/𜊽M376), P008445(gap3: 𜈽M346/𜊽M376), P008603(gap3: 𜈽M346/𜊽M376), P008603(gap1: 𜈽M346/𜊽M376)
0.0291	5	1	M057	𛷶	89	M157	𛽔	332	P008103(gap1: 𛷸M057~a/𛽔M157), P008181(gap1: 𛷶M057/𛽤M157~a), P008954(gap3: 𛷶M057/𛽔M157), P008979(gap2: 𛷶M057/𛽔M157)
0.0248	5	1	M001	𛴺	89	M288	𜄱	458	P008185(gap1: 𛴺M001/𜄱M288), P008185(gap3: 𛴺M001/𜄱M288), P008185(gap3: 𛴺M001/𜄱M288), P008185(gap1: 𛴺M001/𜄱M288)
0.3419	6	1	M005	𛵇	14	M321	𜇼	22	P008001(gap2: 𛵇M005/𜈅M321~j), P008001(gap1: 𛵇M005/𜇼M321), P008015(gap1: 𛵇M005/𜇽M321~b), P008154(gap1: 𛵇M005/𜈂M321~h)
0.2124	6	1	M010	𛵜	57	M050	𛷙	14	P008234(gap1: 𛵞M010~2/𛷚M050~k), P008279(gap1: 𛵞M010~2/𛷛M050~k1), P008350(gap2: 𛵢M010~6/𛷢M050~q), P008354(gap3: 𛵜M010/𛷚M050~k)
0.1690	6	1	M210	𛿙	45	M383	𜋜	28	P008277(gap3: 𛿙M210/𜋠M383~d), P008303(gap2: 𛿟M210~e/𜋟M383~c), P008471(gap2: 𛿤M210~ma/𜋠M383~d), P008996(gap2: 𛿞M210~d/𜋞M383~b)
0.1429	6	1	M046	𛷇	28	M072	𛸧	63	P008043(gap1: 𛷇M046/𛸧M072), P008193(gap1: 𛷇M046/𛸧M072), P008310(gap3: 𛷇M046/𛸧M072), P008310(gap1: 𛷇M046/𛸧M072)
0.1221	6	1	M374	𜊴	17	M376	𜊽	142	P008015(gap2: 𜊵M374~c/𜊿M376~b), P008171(gap2: 𜊵M374~c/𜊽M376), P008171(gap1: 𜊵M374~c/𜊽M376), P008281(gap3: 𜊴M374~a/𜊽M376)
0.1175	6	1	M218	𛿺	163	M242	𜀺	16	P008081(gap2: 𛿺M218/𜀻M242~ab), P008108(gap2: 𛿺M218/𜀻M242~ab), P008688(gap2: 𛿺M218/𜁀M242~f), P009089(gap2: 𛿺M218/𜁂M242~n)
0.1162	6	1	M102	𛹬	41	M269	𜃪	65	P008283(gap3: 𛹱M102~e/𜃪M269), P008283(gap2: 𛹱M102~e/𜃪M269), P008283(gap3: 𛹱M102~e/𜃫M269~1), P008283(gap1: 𛹱M102~e/𜃪M269)
0.1098	6	1	M157	𛽔	332	M195+M038	𛾣	9	P008019(gap1: 𛽔M157/𛾣M195+M038), P008039(gap1: 𛽔M157/𛾤M195+M038~a), P008134(gap1: 𛽔M157/𛾣M195+M038), P008158(gap1: 𛽔M157/𛾤M195+M038~a)
0.1002	6	1	M029	𛵷	22	M218	𛿺	163	P008144(gap2: 𛵸M029~a/𛿺M218), P008196(gap2: 𛵹M029~b/𛿺M218), P008495(gap1: 𛵼M029~e/𛿺M218), P008621(gap3: 𛵹M029~b/𛿺M218)
0.0991	6	1	M362	𜉮	33	M367	𜊊	111	P008294(gap2: 𜊁M362~a/𜊊M367), P008294(gap3: 𜊁M362~a/𜊊M367), P008294(gap2: 𜊁M362~a/𜊊M367), P008294(gap1: 𜊁M362~a/𜊋M367~a)
0.0959	6	1	M218	𛿺	163	M240	𜀰	24	P008008(gap3: 𛿺M218/𜀰M240), P008008(gap2: 𛿺M218/𜀰M240), P008008(gap3: 𛿺M218/𜀰M240), P008101(gap2: 𛿺M218/𜀰M240)
0.0953	6	1	M136	𛻰	88	M210	𛿙	45	P008273(gap1: 𛼀M136~k/𛿡M210~g), P008759(gap1: 𛻷M136~b/𛿡M210~g), P008839(gap1: 𛻸M136~c/𛿝M210~c), P009077(gap2: 𛻶M136~a/𛿙M210)
0.0935	6	1	M247	𜁞	29	M376	𜊽	142	P008149(gap2: 𜁥M247~g/𜊽M376), P008835(gap1: 𜁥M247~g/𜊽M376), P009056(gap1: 𜁥M247~g/𜊽M376), P009056(gap2: 𜁥M247~g/𜊾M376~a)
0.0888	6	1	M146	𛼢	28	M218	𛿺	163	P008049(gap1: 𛼢M146/𛿺M218), P008049(gap1: 𛼢M146/𛿺M218), P008084(gap1: 𛼢M146/𜀄M218~b), P008271(gap1: 𛼢M146/𛿺M218)
0.0873	6	1	M009	𛵓	139	M292	𜅊	34	P008349(gap1: 𛵓M009/𜅏M292~f), P008349(gap1: 𛵓M009/𜅏M292~f), P008349(gap2: 𛵓M009/𜅏M292~f), P008349(gap1: 𛵓M009/𜅏M292~f)
0.0856	6	1	M051	𛷣	27	M054	𛷪	182	P008179(gap3: 𛷣M051~a/𛷪M054), P008179(gap1: 𛷣M051~a/𛷪M054), P008310(gap1: 𛷣M051~a/𛷪M054), P008310(gap2: 𛷣M051~a/𛷪M054)
0.0843	6	1	M266	𜃞	14	M387	𜋾	362	P008003(gap1: 𜃟M266~b/𜌁M387~c), P008275(gap2: 𜃟M266~b/𜋿M387~a), P008321(gap3: 𜃟M266~b/𜋾M387), P008369(gap1: 𜃟M266~b/𜌆M387~ef)
0.0840	6	1	M046	𛷇	28	M054	𛷪	182	P008043(gap3: 𛷇M046/𛷪M054), P008043(gap3: 𛷇M046/𛷪M054), P008043(gap3: 𛷇M046/𛷪M054), P008043(gap3: 𛷇M046/𛷪M054)
0.0830	6	1	M314	𜇏	19	M388	𜌓	275	P008185(gap2: 𜇏M314/𜌓M388), P008185(gap1: 𜇏M314/𜌓M388), P008185(gap3: 𜇏M314/𜌓M388), P008318(gap1: 𜇏M314/𜌓M388)
0.0795	6	2	M009	𛵓	139	M102	𛹬	41	P008283(gap2: 𛵓M009/𛹱M102~e), P008283(gap2: 𛵓M009/𛹱M102~e), P008283(gap3: 𛵓M009/𛹱M102~e), P008283(gap2: 𛵓M009/𛹱M102~e)
0.0785	6	1	M009	𛵓	139	M309	𜆽	42	P008283(gap3: 𛵓M009/𜆾M309~a), P008283(gap3: 𛵓M009/𜆾M309~a), P008283(gap3: 𛵓M009/𜆾M309~a), P008283(gap2: 𛵓M009/𜆾M309~a)
0.0782	6	1	M003	𛵁	53	M367	𜊊	111	P008381(gap1: 𛵁M003/𜊊M367), P008776(gap3: 𛵂M003~b/𜊊M367), P008902(gap1: 𛵁M003/𜊊M367), P008902(gap2: 𛵁M003/𜊊M367)
0.0781	6	1	M036+N30D	𛶔	48	M305	𜆡	123	P008137(gap1: 𛶔M036+N30D/𜆡M305), P008137(gap3: 𛶔M036+N30D/𜆡M305), P008137(gap1: 𛶔M036+N30D/𜆡M305), P008137(gap1: 𛶔M036+N30D/𜆡M305)
0.0781	6	1	M111	𛺑	48	M305	𜆡	123	P008959(gap1: 𛺒M111~a/𜆡M305), P009004(gap3: 𛺓M111~b/𜆡M305), P009227(gap3: 𛺓M111~b/𜆡M305), P009227(gap1: 𛺓M111~b/𜆡M305)
0.0774	6	1	M124	𛻃	207	M131	𛻛	29	P008060(gap1: 𛻃M124/𛻛M131), P008135(gap2: 𛻃M124/𛻟M131~e), P008278(gap1: 𛻃M124/𛻡M131~g), P008918(gap2: 𛻃M124/𛻟M131~e)
0.0720	6	1	M009	𛵓	139	M106	𛺄	50	P008283(gap1: 𛵓M009/𛺉M106~a), P008283(gap1: 𛵓M009/𛺉M106~a), P008283(gap1: 𛵓M009/𛺉M106~a), P008283(gap1: 𛵓M009/𛺄M106)
0.0716	6	1	M057	𛷶	89	M066	𛸗	79	P008164(gap3: 𛷼M057~b/𛸗M066), P008636(gap1: 𛷶M057/𛸗M066), P008977(gap2: 𛷸M057~a/𛸗M066), P009089(gap3: 𛷶M057/𛸗M066)
0.0683	6	1	M262	𜂼	38	M297	𜅸	203	P008110(gap1: 𜂼M262/𜅸M297), P008141(gap3: 𜂼M262/𜅻M297~b), P008141(gap1: 𜂽M262~1/𜅻M297~b), P008182(gap3: 𜂼M262/𜅸M297)
0.0672	6	1	M131	𛻛	29	M388	𜌓	275	P009026(gap1: 𛻟M131~e/𜌓M388), P009185(gap2: 𛻛M131/𜌓M388), P009203(gap2: 𛻤M131~k/𜌓M388), P009203(gap3: 𛻤M131~k/𜌓M388)
0.0628	6	1	M032	𛶃	56	M218	𛿺	163	P008081(gap2: 𛶄M032~a/𛿺M218), P008338(gap3: 𛶃M032/𛿺M218), P008346(gap3: 𛶃M032/𛿺M218), P008428(gap1: 𛶃M032/𛿺M218)
0.0618	6	1	M265	𜃓	26	M387	𜋾	362	P008189(gap3: 𜃗M265~f/𜌂M387~ca), P008525(gap1: 𜃓M265/𜌐M387~l), P008535(gap2: 𜃗M265~f/𜌆M387~ef), P008919(gap2: 𜃗M265~f/𜌁M387~c)
0.0612	6	1	M024	𛵮	35	M388	𜌓	275	P008221(gap1: 𛵮M024/𜌓M388), P008958(gap2: 𛵮M024/𜌓M388), P009317(gap3: 𛵮M024/𜌓M388), P009467(gap3: 𛵮M024/𜌓M388)
0.0608	6	1	M297	𜅸	203	M304	𜆛	48	P008162(gap1: 𜅸M297/𜆛M304), P008923(gap3: 𜅸M297/𜆠M304~b), P008998(gap1: 𜅸M297/𜆛M304), P008998(gap2: 𜅻M297~b/𜆛M304)
0.0598	6	1	M288	𜄱	458	M327+M342	𜈟	22	P008031(gap2: 𜄱M288/𜈟M327+M342), P008624(gap2: 𜄱M288/𜈟M327+M342), P008754(gap2: 𜄱M288/𜈟M327+M342), P009251(gap2: 𜄱M288/𜈟M327+M342)
0.0566	6	1	M122	𛺹	31	M387	𜋾	362	P008210(gap1: 𛺹M122/𜌐M387~l), P008216(gap1: 𛺹M122/𜋾M387), P009067(gap1: 𛺹M122/𜌐M387~l), P009082(gap1: 𛺹M122/𜌐M387~l)
0.0566	6	1	M081	𛹌	31	M387	𜋾	362	P008275(gap2: 𛹌M081/𜋿M387~a), P008279(gap1: 𛹌M081/𜋿M387~a), P008279(gap2: 𛹌M081/𜌆M387~ef), P008894(gap3: 𛹌M081/𜌁M387~c)
0.0565	6	1	M157	𛽔	332	M391	𜌗	34	P008013(gap1: 𛽔M157/𜌗M391), P008041(gap1: 𛽔M157/𜌗M391), P008119(gap1: 𛽔M157/𜌗M391), P008152(gap1: 𛽔M157/𜌗M391)
0.0558	6	1	M010	𛵜	57	M297	𜅸	203	P008350(gap1: 𛵝M010~1/𜅸M297), P008405(gap1: 𛵞M010~2/𜅸M297), P008422(gap1: 𛵝M010~1/𜅸M297), P008430(gap3: 𛵞M010~2/𜅸M297)
0.0552	6	1	M009	𛵓	139	M371	𜊩	85	P008532(gap1: 𛵓M009/𜊩M371), P008543(gap1: 𛵓M009/𜊩M371), P009028(gap1: 𛵕M009~c/𜊭M371~d), P009028(gap2: 𛵕M009~c/𜊭M371~d)
0.0550	6	1	M269	𜃪	65	M346	𜈽	183	P008359(gap2: 𜃱M269~a2/𜉁M346~a2), P008370(gap1: 𜃯M269~a/𜉅M346~c), P008439(gap2: 𜃰M269~a1/𜈽M346), P008439(gap2: 𜃰M269~a1/𜈽M346)
0.0549	6	1	M001	𛴺	89	M263	𜃁	134	P008106(gap1: 𛴺M001/𜃂M263~1), P008119(gap3: 𛴺M001/𜃊M263~h), P008479(gap3: 𛴺M001/𜃂M263~1), P008551(gap2: 𛴺M001/𜃃M263~a)
0.0533	6	1	M024	𛵮	35	M387	𜋾	362	P008085(gap2: 𛵮M024/𜋾M387), P008960(gap1: 𛵮M024/𜌁M387~c), P009174(gap2: 𛵯M024~1/𜋾M387), P009373(gap3: 𛵮M024/𜋿M387~a)
0.0525	6	1	M072	𛸧	63	M124	𛻃	207	P008043(gap3: 𛸧M072/𛻃M124), P008043(gap1: 𛸧M072/𛻃M124), P008043(gap3: 𛸧M072/𛻃M124), P008043(gap3: 𛸧M072/𛻃M124)
0.0487	6	1	M309	𜆽	42	M387	𜋾	362	P008093(gap2: 𜆽M309/𜋿M387~a), P008348(gap2: 𜇁M309~d/𜌆M387~ef), P008348(gap1: 𜇁M309~d/𜌆M387~ef), P008394(gap1: 𜇁M309~d/𜌆M387~ef)
0.0481	6	1	M384	𜋨	43	M387	𜋾	362	P008369(gap1: 𜋨M384/𜌆M387~ef), P008694(gap3: 𜋰M384~e/𜋾M387), P008806(gap2: 𜋨M384/𜋾M387), P009107(gap1: 𜋪M384~ab/𜌐M387~l)
0.0479	6	1	M038	𛶡	57	M388	𜌓	275	P008056(gap1: 𛶣M038~a2/𜌓M388), P008167(gap1: 𛶣M038~a2/𜌓M388), P009192(gap1: 𛶡M038~a/𜌓M388), P009466(gap2: 𛶪M038~f/𜌓M388)
0.0475	6	1	M111	𛺑	48	M157	𛽔	332	P008486(gap2: 𛺞M111~m/𛽔M157), P008486(gap3: 𛺞M111~m/𛽔M157), P008694(gap1: 𛺒M111~a/𛽤M157~a), P008994(gap1: 𛺕M111~d/𛽔M157)
0.0467	6	1	M263	𜃁	134	M305	𜆡	123	P008004(gap1: 𜃂M263~1/𜆡M305), P008139(gap2: 𜃁M263/𜆡M305), P008278(gap2: 𜃆M263~b1/𜆡M305), P008892(gap2: 𜃁M263/𜆡M305)
0.0461	6	2	M004	𛵅	37	M288	𜄱	458	P008126(gap3: 𛵅M004/𜄱M288), P008353(gap2: 𛵅M004/𜄱M288), P008431(gap3: 𛵅M004/𜄱M288), P008448(gap2: 𛵅M004/𜄱M288)
0.0448	6	1	M157	𛽔	332	M377	𜋀	54	P008037(gap1: 𛽔M157/𜋀M377), P008084(gap1: 𛽔M157/𜋀M377), P008112(gap2: 𛽔M157/𜋅M377~e), P008159(gap1: 𛽔M157/𜋀M377)
0.0442	6	1	M057	𛷶	89	M124	𛻃	207	P008100(gap2: 𛷼M057~b/𛻃M124), P008105(gap3: 𛷶M057/𛻃M124), P008105(gap2: 𛷶M057/𛻃M124), P008318(gap1: 𛷸M057~a/𛻃M124)
0.0433	6	1	M003	𛵁	53	M387	𜋾	362	P008183(gap3: 𛵂M003~b/𜌆M387~ef), P008310(gap1: 𛵂M003~b/𜌐M387~l), P008894(gap2: 𛵂M003~b/𜌁M387~c), P008921(gap3: 𛵂M003~b/𜌐M387~l)
0.0424	6	1	M218	𛿺	163	M305	𜆡	123	P008431(gap1: 𛿺M218/𜆡M305), P009205(gap1: 𛿺M218/𜆡M305), P272825(gap3: 𛿺M218/𜆡M305), P272825(gap2: 𛿺M218/𜆡M305)
0.0423	6	1	M149	𛼰	44	M288	𜄱	458	P008105(gap1: 𛼰M149~a/𜄱M288), P008105(gap3: 𛼰M149~a/𜄱M288), P008105(gap3: 𛼰M149~a/𜄱M288), P008237(gap1: 𛼴M149~c/𜄱M288)
0.0405	6	1	M288	𜄱	458	M373	𜊲	48	P008043(gap2: 𜄱M288/𜊲M373), P008043(gap1: 𜄱M288/𜊲M373), P008043(gap1: 𜄱M288/𜊲M373), P008105(gap3: 𜄱M288/𜊲M373)
0.0396	6	1	M288	𜄱	458	M327	𜈙	50	P008621(gap2: 𜄱M288/𜈙M327), P008955(gap1: 𜄱M288/𜈦M327~p), P009029(gap2: 𜄱M288/𜈥M327~n), P009315(gap1: 𜄱M288/𜈦M327~p)
0.0394	6	1	M059	𛸅	70	M157	𛽔	332	P008619(gap1: 𛸅M059/𛽔M157), P008698(gap1: 𛸅M059/𛽔M157), P008705(gap3: 𛸅M059/𛽔M157), P008931(gap3: 𛸅M059/𛽤M157~a)
0.0390	6	1	M006	𛵉	86	M388	𜌓	275	P008169(gap1: 𛵈M005~a/𜌓M388), P008814(gap1: 𛵈M005~a/𜌓M388), P009020(gap1: 𛵈M005~a/𜌓M388), P009183(gap1: 𛵈M005~a/𜌓M388)
0.0384	6	1	M054	𛷪	182	M263	𜃁	134	P008002(gap2: 𛷪M054/𜃅M263~b), P008108(gap1: 𛷪M054/𜃁M263), P008233(gap3: 𛷰M054~i/𜃉M263~g), P008906(gap2: 𛷪M054/𜃂M263~1)
0.0353	6	1	M072	𛸧	63	M288	𜄱	458	P008105(gap2: 𛸧M072/𜄱M288), P008105(gap2: 𛸧M072/𜄱M288), P008105(gap1: 𛸧M072/𜄱M288), P008105(gap2: 𛸧M072/𜄱M288)
0.0351	6	1	M136	𛻰	88	M157	𛽔	332	P008079(gap1: 𛻷M136~b/𛽔M157), P008183(gap1: 𛼈M136~s/𛽔M157), P008293(gap1: 𛼅M136~p/𛽔M157), P008486(gap1: 𛻸M136~c/𛽔M157)
0.0349	6	2	M001	𛴺	89	M157	𛽔	332	P008079(gap3: 𛴺M001/𛽔M157), P008106(gap3: 𛴺M001/𛽔M157), P008119(gap3: 𛴺M001/𛽔M157), P008616(gap3: 𛴺M001/𛽤M157~a)
0.0338	6	2	M036	𛶎	95	M157	𛽔	332	P008046(gap2: 𛶎M036/𛽔M157), P008293(gap2: 𛶎M036/𛽔M157), P008293(gap3: 𛶎M036/𛽔M157), P008697(gap3: 𛶎M036/𛽔M157)
0.0266	6	1	M288	𜄱	458	M367	𜊊	111	P008346(gap2: 𜄻M288~g/𜊊M367), P008346(gap3: 𜄻M288~g/𜊊M367), P008490(gap2: 𜄱M288/𜊊M367), P008544(gap1: 𜄱M288/𜊊M367)
0.0244	6	1	M054	𛷪	182	M157	𛽔	332	P008029(gap2: 𛷪M054/𛽔M157), P008847(gap3: 𛷪M054/𛽤M157~a), P008847(gap2: 𛷪M054/𛽤M157~a), P009007(gap1: 𛷪M054/𛽔M157)
0.1909	7	1	M046	𛷇	28	M373	𜊲	48	P008043(gap1: 𛷇M046/𜊲M373), P008043(gap2: 𛷇M046/𜊲M373), P008043(gap1: 𛷇M046/𜊲M373), P008193(gap1: 𛷇M046/𜊲M373)
