Code 	Canonical name 	Family 	Scripts 	Other names 	Sort? 	Diacr?
ssv 	Shark Bay 	North-Central Vanuatu 				
ssx 	Samberigi 	Trans-New Guinea 	Latn 			
ssy 	Saho 	Cushitic 				
ssz 	Sengseng 	Western Oceanic 	Latn 			
stb 	Northern Subanen 	Philippine 				
std 	Sentinelese 		Zyyy 			
ste 	Liana-Seti 	Central Maluku 				
stf 	Seta 	Torricelli 	Latn 			
stg 	Trieng 	Bahnaric 				
sth 	Shelta 	creole or pidgin 	Latn 	Cant 		
sti 	Bulo Stieng 	Bahnaric 				
stj 	Matya Samo 	Mande 	Latn 			
stk 	Arammba 	Trans-New Guinea 				
stm 	Setaman 	Ok 	Latn 			
stn 	Owa 	Southeast Solomonic 	Latn 			
sto 	Stoney 	Dakotan 				
stp 	Southeastern Tepehuan 	Uto-Aztecan 	Latn 			
stq 	Saterland Frisian 	Frisian 	Latn 	East Frisian, Eastern Frisian 		
str 	Saanich 	Salishan 	Latn 			
sts 	Shumashti 	Dardic 				
stt 	Budeh Stieng 	Bahnaric 				
stu 	Samtao 	Palaungic 				
stv 	Silt'e 	Ethiopian Semitic 	Ethi 			
stw 	Satawalese 	Micronesian 				
sty 	Siberian Tatar 	Kipchak 	Cyrl 			
sua 	Sulka 					
sub 	Suku 	Bantu 	Latn 			
suc 	Western Subanon 	Philippine 				
sue 	Suena 	Trans-New Guinea 	Latn 			
sug 	Suganga 	Ok 	Latn 			
sui 	Suki 	Trans-New Guinea 	Latn 			
suk 	Sukuma 	Bantu 	Latn 			
suq 	Suri 	Eastern Sudanic 				
sur 	Mwaghavul 	West Chadic 	Latn 	Sura, Mupun 		
sus 	Susu 	Mande 	Latn 			
sut 	Subtiaba 	Oto-Manguean 	Latn 			
suv 	Sulung 					
suw 	Sumbwa 	Bantu 	Latn 			
sux 	Sumerian 	isolate 	Xsux 			
suy 	Suyá 	Jê 	Latn 			
suz 	Sunwar 	Sino-Tibetan 				
sva 	Svan 	Kartvelian 	Geor, Cyrl 			Yes
svb 	Ulau-Suain 	Western Oceanic 	Latn 			
svc 	Vincentian Creole English 	creole or pidgin 	Latn 			
sve 	Serili 	Timoric 				
svk 	Slovakian Sign Language 	sign 				
svm 	Molise Croatian 	South Slavic 	Latn 	Slavo-molisano, Slavomolisano, Molise Slavic 		
svs 	Savosavo 		Latn 			
svx 	Skalvian 	Baltic 	Latn 			
swb 	Maore Comorian 	Bantu 	Latn 			
swf 	Sere 	Ubangian 	Latn 			
swg 	Swabian 	West Germanic 	Latn 			
swi 	Sui 	Kam-Sui 	Latn 			
swj 	Sira 	Bantu 	Latn 			
swl 	Swedish Sign Language 	sign 				
swm 	Samosa 	Madang 	Latn 			
swn 	Sokna 	Berber 		Sawknah, Fezzan, Fogaha 		
swo 	Shanenawa 	Panoan 	Latn 			
swp 	Suau 	Western Oceanic 				
swq 	Sharwa 	Central Chadic 	Latn 			
swr 	Saweru 					
sws 	Seluwasan 	Central-Eastern Malayo-Polynesian 				
swt 	Sawila 					
swu 	Suwawa 	Philippine 				
sww 	Sowa 	North-Central Vanuatu 				
swx 	Suruahá 	Arauan 		Zuruahá, Suruaha, Suruwaha, Zuruaha, Índios do Coxodoá 		
swy 	Sarua 	East Chadic 	Latn 			
sxb 	Suba 	Bantu 	Latn 			
sxc 	Sicanian 					
sxe 	Sighu 	Bantu 	Latn 			
sxg 	Shixing 	Sino-Tibetan 		Shuhi, Xumi 		
sxk 	Southern Kalapuya 					
sxl 	Selonian 	Baltic 	Latn 	Selian 		
sxm 	Samre 	Pearic 				
sxn 	Sangir 	Philippine 	Latn 			
sxo 	Sorothaptic 					
sxr 	Saaroa 	Austronesian 	Latn 			
sxs 	Sasaru 	Edoid 	Latn 			
sxw 	Saxwe Gbe 	Gbe 				
sya 	Siang 					
syb 	Central Subanen 	Philippine 	Latn 			
syc 	Classical Syriac 	Aramaic 	Syrc 			Yes
syi 	Seki 	Bantu 	Latn 			
syk 	Sukur 	Central Chadic 	Latn 			
syl 	Sylheti 	Indo-Aryan 	Sylo, Beng 			
sym 	Maya Samo 	Mande 	Latn 			
syn 	Senaya 	Aramaic 				
syo 	Suoy 	Pearic 				
sys 	Sinyar 	Central Sudanic 	Latn 			
syw 	Kagate 	Sino-Tibetan 	Deva 			
syx 	Shamay 	Bantu 	Latn 	Osamayi, Samayi, Samay, Shamayi 		
syy 	Al-Sayyid Bedouin Sign Language 	sign 				
sza 	Semelai 	Aslian 				
szb 	Ngalum 	Ok 	Latn 			
szc 	Semaq Beri 	Aslian 				
szd 	Seru 	North Bornean 	Latn 			
sze 	Seze 	Omotic 	Latn 			
szg 	Sengele 	Bantu 	Latn 			
szl 	Silesian 	Lechitic 	Latn 	Upper Silesian, Silesian Polish, Upper Silesian Polish 		
szn 	Sula 	Central Maluku 	Latn 			
szp 	Suabo 	South Bird's Head 	Latn 	Inanwatan 		
szv 	Isubu 	Bantu 	Latn 	Isu, Isu (Fako Division), Isuwu, Suwu, Subu 		
szw 	Sawai 	Halmahera-Cenderawasih 	Latn 	Weda, Weda-Sawai, Kobe, Faya-Mafa, Messa-Dote 		
szy 	Sakizaya 	Austronesian 	Latn 			
taa 	Lower Tanana 	North Athabaskan 	Latn 	Tanana, Middle Tanana 		
tab 	Tabasaran 	Lezghian 	Cyrl 	Tabassaran 		Yes
tac 	Lowland Tarahumara 	Taracahitic 	Latn 			
tad 	Tause 		Latn 			
tae 	Tariana 	Nawiki 	Latn 			
taf 	Tapirapé 	Tupi-Guarani 	Latn 			
tag 	Tagoi 	Niger-Congo 	Latn 			
taj 	Eastern Tamang 	Sino-Tibetan 	Deva 			
tak 	Tala 	West Chadic 	Latn 			
tal 	Tal 	West Chadic 	Latn 			
tan 	Tangale 	West Chadic 	Latn 			
tao 	Yami 	Philippine 	Latn 	Tao 		
tap 	Taabwa 	Bantu 	Latn 			
taq 	Tamasheq 	Berber 	Tfng, Arab, Latn 			
tar 	Central Tarahumara 	Taracahitic 	Latn 		Yes 	
tas 	Tay Boi 	creole or pidgin 	Latn 	Tay Boi Pidgin French, Vietnamese Pidgin French 		
tau 	Upper Tanana 	North Athabaskan 	Latn 	Tabesna, Nabesna 		
tav 	Tatuyo 	Tucanoan 	Latn 			
taw 	Tai 	Madang 	Latn 			
tax 	Tamki 	Chadic 	Latn 			
tay 	Atayal 	Atayalic 	Latn 			
taz 	Tocho 	Atlantic-Congo 	Latn 			
tba 	Aikanã 	isolate 				
tbb 	Tapeba 					
tbc 	Takia 	Oceanic 				
tbd 	Kaki Ae 	Western Oceanic 	Latn 			
tbe 	Tanimbili 	Oceanic 	Latn 			
tbf 	Mandara 	Western Oceanic 	Latn 			
tbg 	North Tairora 	Kainantu-Goroka 				
tbh 	Thurawal 	Yuin-Kuric 				
tbi 	Gaam 	Eastern Sudanic 	Latn 	Ingessana, Gaahmg 		
tbj 	Tiang 	Western Oceanic 	Latn 			
tbk 	Calamian Tagbanwa 	Kalamian 				
tbl 	Tboli 	Philippine 				
tbm 	Tagbu 	Ubangian 				
tbn 	Barro Negro Tunebo 	Chibchan 				
tbo 	Tawala 	Western Oceanic 	Latn 			
tbp 	Taworta 	Lakes Plain 	Latn 	Diebroud, Dabra 		
tbr 	Tumtum 	Kadu 				
tbs 	Tanguat 	Papuan 	Latn 			
tbt 	Kitembo 	Bantu 	Latn 	Tembo 		
tbu 	Tubar 	Taracahitic 	Latn 	Tubare 		
tbv 	Tobo 	Trans-New Guinea 				
tbw 	Tagbanwa 	Philippine 	Latn 			
tbx 	Kapin 	Western Oceanic 	Latn 	Middle Watut 		
tby 	Tabaru 					
tbz 	Ditammari 	Gur 				
tca 	Ticuna 	Ticuna-Yuri 	Latn 	Tikuna 		
tcb 	Tanacross 	North Athabaskan 	Latn 			
tcc 	Datooga 	Eastern Sudanic 	Latn 			
tcd 	Tafi 	Kwa 				
tce 	Southern Tutchone 	North Athabaskan 	Latn 			
tcf 	Malinaltepec Tlapanec 	Oto-Manguean 	Latn 			
tcg 	Tamagario 	Trans-New Guinea 				
tch 	Turks and Caicos Creole English 	creole or pidgin 	Latn 			
tci 	Wára 	Yam 				
tck 	Tchitchege 	Bantu 				
tcl 	Taman (Burma) 	Sino-Tibetan 	Latn 	Taman, Taman (Myanmar) 		
tcm 	Tanahmerah 	Trans-New Guinea 				
tco 	Taungyo 	Burmish 				
tcp 	Tawr Chin 	Kukish 		Tawr 		
tcq 	Kaiy 	Lakes Plain 				
tcs 	Torres Strait Creole 	creole or pidgin 	Latn 	Big Thap, Blaikman, Brokan, Broken, Broken English, Cape York Creole, Lockhart Creole, Papuan Pidgin English, Torres Strait Brokan, Torres Strait Broken, Torres Strait Pidgin, Yumplatok 		
tct 	T'en 	Kam-Sui 				
tcu 	Southeastern Tarahumara 	Taracahitic 	Latn 			
tcw 	Tecpatlán Totonac 	Totonacan 	Latn 			
tcx 	Toda 	Dravidian 				
tcy 	Tulu 	Dravidian 	Knda 			
tcz 	Thado Chin 	Kukish 		Thado 		
tda 	Tagdal 	Songhay 				
tdb 	Panchpargania 	Indo-Aryan 				
tdc 	Emberá-Tadó 	Chocoan 				
tdd 	Tai Nüa 	Southwestern Tai 	Tale 	Tai Nuea, Dehong Dai, Tai Dehong, Tai Le, Chinese Shan, Chinese Tai 		
tde 	Tiranige Diga Dogon 	Dogon 				
tdf 	Talieng 	Bahnaric 		Taliang, Tariang, Kasseng 		
tdg 	Western Tamang 	Sino-Tibetan 				
tdh 	Thulung 	Sino-Tibetan 				
tdi 	Tomadino 	Bungku-Tolaki 	Latn 			
tdj 	Tajio 	Malayo-Polynesian 				
tdk 	Tambas 	West Chadic 				
tdl 	Sur 	Benue-Congo 		Tapshin 		
tdm 	Taruma 			Taruamá 		
tdn 	Tondano 	Philippine 				
tdo 	Teme 	Savanna 				
tdq 	Tita 	Benue-Congo 				
tdr 	Todrah 	Mon-Khmer 				
tds 	Doutai 	Lakes Plain 		Taori 		
tdt 	Tetun Dili 	creole or pidgin 	Latn 	Tetum Dili, Tetun Prasa, Tétum Praça, Tetun-Dili, Tetun-Prasa 		
tdu 	Tempasuk Dusun 	Sabahan 				
tdv 	Toro 	Benue-Congo 				
tdy 	Tadyawan 	Philippine 				
tea 	Temiar 	Aslian 				
teb 	Tetete 	Tucanoan 	Latn 			
tec 	Terik 	Eastern Sudanic 				
ted 	Tepo Krumen 	Kru 				
tee 	Huehuetla Tepehua 	Totonacan 				
tef 	Teressa 	Austroasiatic 				
teg 	Teke-Tege 	Bantu 				
teh 	Tehuelche 	Chonan 		Patagón, Chon, Chon Patagón, Chon Patagon, Aoniken, Aonikenk, Inaquen, Aonek'o 'ajen 		
tei 	Torricelli 	Torricelli 				
tek 	Ibali Teke 	Bantu 				
tem 	Temne 	Atlantic-Congo 		Timne, Themne, KaThemne 		
ten 	Tama (Colombia) 	Tucanoan 		Tama 		
teo 	Ateso 	Eastern Sudanic 	Latn 			
tep 	Tepecano 	Uto-Aztecan 	Latn 			
teq 	Temein 	Eastern Sudanic 				
ter 	Tereno 	Arawakan 	Latn 			
tes 	Tengger 	Malayo-Polynesian 				
tet 	Tetum 	Timoric 	Latn 	Tetun 		
teu 	Soo 					
tev 	Teor 	Central Maluku 				
tew 	Tewa 	Kiowa-Tanoan 	Latn 	Tano, Santa Clara Tewa, San Ildefonso Tewa, Tesuque Tewa, Nambe Tewa, Ohkay Owingeh, Pojoaque 		
tex 	Tennet 	Eastern Sudanic 				
tey 	Tulishi 	Kadu 	Latn 			
tez 	Tetserret 	Berber 	Latn 	Tin Sert 		
tfi 	Tofin Gbe 	Gbe 				
tfn 	Dena'ina 	North Athabaskan 	Latn 	Tanaina 		
tfo 	Tefaro 	East Geelvink Bay 				
tfr 	Teribe 	Chibchan 				
tft 	Ternate 		Latn, Arab 			
tga 	Sagalla 	Bantu 				
tgb 	Tobilung 	Sabahan 				
tgc 	Tigak 	Western Oceanic 				
tgd 	Ciwogai 	West Chadic 				
tge 	Eastern Gorkha Tamang 	Sino-Tibetan 				
tgf 	Chali 	Sino-Tibetan 		Chalikha, Chalipkha, Tshali, Tshalingpa 		
tgh 	Tobagonian Creole English 	creole or pidgin 				
tgi 	Lawunuia 	Western Oceanic 				
tgn 	Tandaganon 	Philippine 				
tgo 	Sudest 	Western Oceanic 				
tgp 	Tangoa 	North-Central Vanuatu 	Latn 			
tgq 	Tring 	North Sarawakan 				
tgr 	Tareng 	Mon-Khmer 				
tgs 	Nume 	North-Central Vanuatu 				
tgt 	Central Tagbanwa 	Philippine 	Tagb 			
tgu 	Tanggu 	Papuan 	Latn 			
tgv 	Tingui-Boto 	Macro-Jê 				
tgw 	Tagwana Senoufo 	Atlantic-Congo 				
tgx 	Tagish 	North Athabaskan 	Latn 			
tgy 	Togoyo 	Ubangian 				
thc 	Tai Hang Tong 	Northern Tai 				
thd 	Kuuk Thaayorre 	Paman 	Latn 	Thaayorre, Thayore 		
the 	Chitwania Tharu 	Indo-Aryan 				
thf 	Thangmi 	Sino-Tibetan 				
thh 	Northern Tarahumara 	Taracahitic 	Latn 			
thi 	Tai Long 	Southwestern Tai 				
thk 	Tharaka 	Bantu 				
thl 	Dangaura Tharu 	Indo-Aryan 				
thm 	Thavung 	Vietic 	Thai 	Aheu, So (Thavung) 	Yes 	
thn 	Thachanadan 	Dravidian 				
thp 	Thompson 	Salishan 				
thq 	Kochila Tharu 	Indo-Aryan 				
thr 	Rana Tharu 	Indo-Aryan 				
ths 	Thakali 	Sino-Tibetan 				
tht 	Tahltan 	North Athabaskan 	Latn 			
thu 	Thuri 	Eastern Sudanic 				
thv 	Tahaggart Tamahaq 	Berber 	Tfng, Arab, Latn 	Tamahaq, Tahaggart, Ahaggar 		
thy 	Tha 	Savanna 				
thz 	Tayart Tamajeq 	Berber 	Tfng, Arab, Latn 	Air Tamajeq 		
tia 	Tidikelt Tamazight 	Berber 		Tidikelt 		
tic 	Tira 	Atlantic-Congo 				
tif 	Tifal 	Ok 				
tig 	Tigre 	Ethiopian Semitic 	Ethi 			
tih 	Timugon Murut 	Sabahan 				
tii 	Tiene 	Bantu 				
tij 	Tilung 	Sino-Tibetan 				
tik 	Tikar 	Bantoid 	Latn 			
til 	Tillamook 	Salishan 				
tim 	Timbe 	Trans-New Guinea 				
tin 	Tindi 	Avaro-Andian 				
tio 	Teop 	Western Oceanic 				
tip 	Trimuris 	Tor-Kwerba 				
tiq 	Tiéfo 	Savanna 				
tis 	Masadiit Itneg 	Philippine 				
tit 	Tinigua 					
tiu 	Adasen 	Philippine 				
tiv 	Tivi 	Bantoid 	Latn 	Tiv 		
tiw 	Tiwi 	isolate 	Latn 			
tix 	Southern Tiwa 	Kiowa-Tanoan 	Latn 	Isleta, Isleta Tiwa, Isleta Pueblo, Sandia, Sandia Tiwa, Sandia Pueblo 		
tiy 	Tiruray 	Philippine 	Latn 			
tiz 	Tai Hongjin 	Southwestern Tai 				
tja 	Tajuasohn 	Kru 				
tjg 	Tunjung 	Malayo-Polynesian 				
tji 	Northern Tujia 	Sino-Tibetan 				
tjm 	Timucua 	isolate 				
tjn 	Tonjon 	Mande 				
tjo 	Temacine Tamazight 	Berber 				
tjs 	Southern Tujia 	Tibeto-Burman 	Latn 			
tju 	Tjurruru 	Ngayarda 	Latn 			
tjw 	Chaap Wuurong 	Pama-Nyungan 	Latn 	Djabwurrung, Djab Wurrung, Tjapwurrung 		
tka 	Truká 					
tkb 	Buksa 	Indo-Aryan 				
tkd 	Tukudede 	Timoric 	Latn 			
tke 	Takwane 	Bantu 				
tkf 	Tukumanféd 	Tupi-Guarani 	Latn 			
tkl 	Tokelauan 	Nuclear Polynesian 	Latn 			
tkm 	Takelma 					
tkn 	Toku-No-Shima 	Ryukyuan 	Jpan 			
tkp 	Tikopia 	Nuclear Polynesian 	Latn 			
tkq 	Tee 	Benue-Congo 	Latn 			
tkr 	Tsakhur 	Lezghian 	Cyrl 	Caxur, Tsaxur 		
tks 	Takestani 	Tatic 				
tkt 	Kathoriya Tharu 	Indo-Aryan 				
tku 	Upper Necaxa Totonac 	Totonacan 	Latn 			
tkv 	Mur Pano 	Western Oceanic 	Latn 	Pano 		
tkw 	Teanu 	Oceanic 	Latn 			
tkx 	Tangko 	Ok 				
tkz 	Takua 	Mon-Khmer 				
tla 	Southwestern Tepehuan 	Uto-Aztecan 	Latn 			
tlb 	Tobelo 					
tlc 	Misantla Totonac 	Totonacan 	Latn 	Yecuatla Totonac 		
tld 	Talaud 	Philippine 				
tlf 	Telefol 	Ok 				
tlg 	Tofanma 	Pauwasi 				
tlh 	Klingon 	constructed 	Latn 			
tli 	Tlingit 	Na-Dene 	Latn, Cyrl 			
tlj 	Talinga-Bwisi 	Bantu 				
tlk 	Taloki 	Bungku-Tolaki 				
tll 	Tetela 	Bantu 				
tlm 	Tolomako 	North-Central Vanuatu 				
tln 	Talondo' 	South Sulawesi 				
tlo 	Talodi 	Atlantic-Congo 				
tlp 	Filomena Mata-Coahuitlán Totonac 	Totonacan 	Latn 			
tlq 	Tai Loi 	Palaungic 				
tlr 	Talise 	Southeast Solomonic 				
tls 	Tambotalo 	North-Central Vanuatu 				
tlt 	Teluti 	Central Maluku 		Sou Nama 		
tlu 	Tulehu 	Central Maluku 				
tlv 	Taliabu 	Central Maluku 	Latn 	Soboyo 		
tlx 	Khehek 	Admiralty Islands 				
tly 	Talysh 	Tatic 	Latn, Cyrl, fa-Arab 	Talyshi, Talishi, Taleshi, Tolashi, Asalemi, Anbarani 		
tma 	Tama (Chad) 	Eastern Sudanic 		Tama 		
tmb 	Avava 	North-Central Vanuatu 				
tmc 	Tumak 	East Chadic 				
tmd 	Haruai 					
tme 	Tremembé 					
tmf 	Toba-Maskoy 	Mascoian 				
tmg 	Ternateño 					
tmh 	Tuareg 	Berber 	Tfng, Arab, Latn 	Tamashek, Tamahaq, Tamajaq, Tamasheq 		
tmi 	Tutuba 	North-Central Vanuatu 				
tmj 	Samarokena 	Tor-Kwerba 				
tmk 	Northwestern Tamang 	Sino-Tibetan 				
tml 	Tamnim Citak 	Trans-New Guinea 				
tmm 	Tai Thanh 	Southwestern Tai 				
tmn 	Taman (Indonesia) 	Malayo-Polynesian 	Latn 	Taman 		
tmo 	Temoq 	Aslian 				
tmp 	Tai Mène 	Northern Tai 				
tmq 	Tumleo 	Western Oceanic 				
tms 	Tima 	Niger-Congo 				
tmt 	Tasmate 	North-Central Vanuatu 				
tmu 	Iau 	Lakes Plain 		Turu 		
tmv 	Motembo 	Bantu 		Tembo 		
tmy 	Tami 	Oceanic 				
tmz 	Tamanaku 	Cariban 	Latn 			
tna 	Tacana 	Tacanan 	Latn 			
tnb 	Western Tunebo 	Chibchan 				
tnc 	Tanimuca-Retuarã 	Tucanoan 	Latn 			
tnd 	Angosturas Tunebo 	Chibchan 				
tne 	Tinoc Kallahan 					
tng 	Tobanga 	East Chadic 				
tnh 	Maiani 	Madang 	Latn 			
tni 	Tandia 	Halmahera-Cenderawasih 	Latn 			
tnk 	Kwamera 	Oceanic 				
tnl 	Lenakel 	Oceanic 				
tnm 	Tabla 	Sentani 				
tnn 	North Tanna 	Oceanic 				
tno 	Toromono 	Tacanan 	Latn 			
tnp 	Whitesands 	Oceanic 				
tnq 	Taíno 	Ta-Arawakan 	Latn 	Taino 		
tnr 	Bedik 	Senegambian 				
tns 	Tenis 	Western Oceanic 				
tnt 	Tontemboan 	Philippine 	Latn 			
tnu 	Tay Khang 	Tai 				
tnv 	Tangchangya 	Indo-Aryan 	Cakm 			
tnw 	Tonsawang 	Philippine 				
tnx 	Tanema 	Oceanic 				
tny 	Tongwe 	Bantu 				
tnz 	Ten'edn 	Aslian 	Latn 	Tonga 		
tob 	Toba 	Guaicuruan 	Latn 	Chaco Sur, Namqom, Qom, Toba Qom 		
toc 	Coyutla Totonac 	Totonacan 	Latn 			
tod 	Toma 	Mande 				
tof 	Gizrra 					
tog 	Tonga (Malawi) 	Bantu 	Latn 	Kitonga, Chitonga, Siska, Sisya, Tonga, Western Nyasa 		
toh 	Tonga (Mozambique) 	Bantu 		Gitonga, Tonga 		
toi 	Tonga (Zambia) 	Bantu 		Tonga, Chitonga, Plateau Tonga, Zambezi 		
toj 	Tojolabal 	Mayan 				
tol 	Tolowa 	Pacific Coast Athabaskan 	Latn 	Smith River, Smith River Tolowa 		
tom 	Tombulu 	Philippine 				
too 	Xicotepec De Juárez Totonac 	Totonacan 	Latn 			
top 	Papantla Totonac 	Totonacan 	Latn 			
toq 	Toposa 	Eastern Sudanic 				
tor 	Togbo-Vara Banda 	Banda 				
tos 	Highland Totonac 	Totonacan 	Latn 			
tou 	Tho 	Vietic 				
tov 	Upper Taromi 	Tatic 				
tow 	Jemez 	Kiowa-Tanoan 	Latn 	Towa 		
tox 	Tobian 	Micronesian 				
toy 	Topoiyo 	Kaili-Pamona 				
toz 	To 	Mbum 				
tpa 	Taupota 	Western Oceanic 				
tpc 	Azoyú Me'phaa 	Oto-Manguean 				
tpe 	Tippera 	Bodo-Garo 				
tpf 	Tarpia 	Western Oceanic 				
tpg 	Kula 	Timor-Alor-Pantar 				
tpi 	Tok Pisin 	creole or pidgin 	Latn 	Melanesian Pidgin English, Neo-Melanesian, New Guinea Pidgin 		
tpj 	Tapieté 					
tpk 	Tupinikin 	Tupi-Guarani 		Coastal Tupi, Tupiniquim 		
tpl 	Tlacoapa Me'phaa 	Oto-Manguean 				
tpm 	Tampulma 	Gur 				
tpn 	Tupinambá 	Tupi-Guarani 	Latn 			
tpo 	Tai Pao 	Northern Tai 				
tpp 	Pisaflores Tepehua 	Totonacan 				
tpq 	Tukpa 	Tibeto-Burman 				
tpr 	Tuparí 	Tupian 	Latn 			
tpt 	Tlachichilco Tepehua 	Totonacan 				
tpu 	Tampuan 	Bahnaric 				
tpv 	Tanapag 	Micronesian 				
tpw 	Old Tupi 	Tupi-Guarani 	Latn 	Classical Tupi 		
tpx 	Acatepec Me'phaa 	Oto-Manguean 				
tpy 	Trumai 	isolate 				
tpz 	Tinputz 	Western Oceanic 				
tqb 	Tembé 	Tupi-Guarani 	Latn 			
tql 	Lehali 	Oceanic 				
tqm 	Turumsa 					
tqn 	Tenino 	Sahaptian 	Latn 			
tqo 	Toaripi 	Trans-New Guinea 				
tqp 	Tomoip 	Western Oceanic 				
tqq 	Tunni 	Cushitic 				
tqr 	Torona 	Atlantic-Congo 				
tqt 	Western Totonac 	Totonacan 	Latn 			
tqu 	Touo 					
tqw 	Tonkawa 	isolate 				
tra 	Tirahi 	Dardic 				
trb 	Terebu 	Western Oceanic 				
trc 	Copala Triqui 	Trique 	Latn 			
trd 	Turi 	Munda 				
tre 	East Tarangan 	Malayo-Polynesian 				
trf 	Trinidadian Creole English 	creole or pidgin 				
trg 	Lishán Didán 	Aramaic 				
trh 	Turaka 	Trans-New Guinea 				
tri 	Trió 	Cariban 	Latn 	Trio, Tiriyó, Tarano 		
trj 	Toram 	East Chadic 				
trl 	Traveller Scottish 					
trm 	Tregami 	Southern Nuristani 				
trn 	Trinitario 	Arawakan 		Trinitario Moxos, Moxo, Moxos, Mojo, Moxa 		
tro 	Tarao 	Tibeto-Burman 	Latn 	Tarao Naga, Taraotrong, Tarau 		
trp 	Kokborok 	Tibeto-Burman 				
trq 	San Martín Itunyoso Triqui 	Trique 	Latn 			
trr 	Taushiro 					
trs 	Chicahuaxtla Triqui 	Trique 	Latn 			
trt 	Tunggare 	East Geelvink Bay 				
tru 	Turoyo 	Aramaic 	Syrc, Latn 			
trv 	Taroko 	Atayalic 	Latn 	Seediq 		
trw 	Torwali 	Dardic 	ur-Arab 			
trx 	Tringgus 	Land Dayak 		Tringus, Tringgus-Sembaan Bidayuh 		
try 	Turung 	Southwestern Tai 				
trz 	Torá 	Chapacuran 				
tsa 	Tsaangi 	Bantu 				
tsb 	Tsamai 	Cushitic 				
tsc 	Tswa 	Bantu 				
tsd 	Tsakonian 	Hellenic 	Grek 			
tse 	Tunisian Sign Language 	sign 				
tsf 	Southwestern Tamang 	Sino-Tibetan 				
tsg 	Tausug 	Philippine 	Latn, Arab 			
tsh 	Tsuvan 	Central Chadic 				
tsi 	Tsimshian 					
tsj 	Tshangla 	Sino-Tibetan 	Latn, Deva, Tibt 	Sharchop 		
tsl 	Ts'ün-Lao 	Tai 				
tsm 	Turkish Sign Language 	sign 				
tsp 	Northern Toussian 	Savanna 				
tsq 	Thai Sign Language 	sign 				
tsr 	Akei 	North-Central Vanuatu 				
tss 	Taiwan Sign Language 	Japanese Sign Languages 				
tsu 	Tsou 	Austronesian 	Latn 			
tsv 	Tsogo 	Bantu 				
tsw 	Tsishingini 	Kainji 				
tsx 	Mubami 	Trans-New Guinea 				
tsy 	Tebul Sign Language 	sign 				
tta 	Tutelo 	Ohio Valley Siouan 				
ttb 	Gaa 					
ttc 	Tektiteko 	Mayan 				
ttd 	Tauade 					
tte 	Bwanabwana 	Western Oceanic 	Latn 	Tubetube 		
ttf 	Tuotomb 	Bantoid 	Latn 			
ttg 	Tutong 	North Sarawakan 				
tth 	Upper Ta'oih 	Katuic 				
tti 	Tobati 	Western Oceanic 				
ttj 	Tooro 	Bantu 				
ttk 	Totoro 	Barbacoan 		Totoró 		
ttl 	Totela 	Bantu 				
ttm 	Northern Tutchone 	North Athabaskan 	Latn 			
ttn 	Towei 	Pauwasi 				
tto 	Lower Ta'oih 	Katuic 				
ttp 	Tombelala 	Kaili-Pamona 				
ttq 	Tawallammat Tamajaq 	Berber 	Tfng, Arab, Latn 			
ttr 	Tera 	Central Chadic 				
tts 	Isan 	Southwestern Tai 	Thai 	Isanese, Isaan, Issan 	Yes 	
ttt 	Tat 	Southwestern Iranian 	Cyrl, Latn, Armn, fa-Arab 	Caucasian Tat, Muslim Tat, Armeno-Tat 		
ttu 	Torau 	Western Oceanic 				
ttv 	Titan 	Admiralty Islands 				
ttw 	Long Wat 	North Sarawakan 		Tutoh 		
tty 	Sikaritai 	Lakes Plain 				
ttz 	Tsum 	Tibeto-Burman 				
tua 	Wiarumus 	Torricelli 	Latn 			
tub 	Tübatulabal 	Uto-Aztecan 	Latn 			
tuc 	Mutu 	Western Oceanic 	Latn 			
tud 	Tuxá 					
tue 	Tuyuca 	Tucanoan 	Latn 			
tuf 	Central Tunebo 	Chibchan 				
tug 	Tunia 	Mbum 				
tuh 	Taulil 	Baining 				
tui 	Tupuri 	Atlantic-Congo 	Latn 			
tuj 	Tugutil 					
tul 	Tula 	Savanna 				
tum 	Tumbuka 	Bantu 	Latn 			
tun 	Tunica 	isolate 	Latn 			
tuo 	Tucano 	Tucanoan 	Latn 			
tuq 	Tedaga 	Saharan 		Teda 		
tus 	Tuscarora 	Iroquoian 	Latinx 			
tuu 	Tututni 	Pacific Coast Athabaskan 	Latn 			
tuv 	Turkana 	Eastern Sudanic 	Latn 			
tux 	Tuxináwa 	Panoan 	Latn 			
tuy 	Tugen 	Eastern Sudanic 				
tuz 	Turka 	Gur 	Latn 			
tva 	Vaghua 	Western Oceanic 	Latn 			
tvd 	Tsuvadi 	Kainji 				
tve 	Te'un 	Central-Eastern Malayo-Polynesian 	Latn 			
tvk 	Southeast Ambrym 	North-Central Vanuatu 	Latn 			
tvl 	Tuvaluan 	Nuclear Polynesian 	Latn 			
tvm 	Tela-Masbuar 	Timoric 				
tvn 	Tavoyan 	Burmish 	Mymr 			
tvo 	Tidore 					
tvs 	Taveta 	Bantu 				
tvt 	Tutsa Naga 	Sino-Tibetan 				
tvu 	Tunen 	Bantoid 		Tunen-Aling'a 		
tvw 	Sedoa 	Kaili-Pamona 				
tvy 	Timor Pidgin 	creole or pidgin 		Bidau Creole Portuguese 		
twa 	Twana 	Salishan 				
twb 	Western Tawbuid 	Philippine 				
twc 	Teshenawa 	Philippine 				
